@relation user

@attribute yelping_since string
@attribute compliments.plain numeric
@attribute compliments.more numeric
@attribute elite numeric
@attribute compliments.cute numeric
@attribute compliments.writer numeric
@attribute fans numeric
@attribute compliments.note numeric
@attribute compliments.hot numeric
@attribute compliments.cool numeric
@attribute compliments.profile numeric
@attribute average_stars numeric
@attribute review_count numeric
@attribute friends numeric
@attribute user_id string
@attribute votes.cool numeric
@attribute compliments.list numeric
@attribute votes.funny numeric
@attribute compliments.photos numeric
@attribute compliments.funny numeric
@attribute votes.useful numeric

@data
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.75,5,?,xrzLctzPNFfQiotlaHb-vw,2,?,1,?,?,4
2013-02-01,?,?,?,?,?,0,?,?,?,?,5,1,1,FJ6AHLuD7Yi1RA250XVWkw,0,?,0,?,?,0
2013-08-01,?,?,?,?,?,0,?,?,?,?,4.5,6,?,i5suMdCj-T0QhH6fgA5x-g,0,?,0,?,?,0
2011-09-01,18,?,1,1,8,8,2,7,15,?,3.78,137,58,9tXL9eJNIi9SL5pdCYeyZQ,188,?,202,1,3,326
2007-04-01,24,7,2,?,16,6,13,14,22,1,3.91,124,29,EkDRdsqgd9QPj-qgvSoY2w,128,1,88,2,7,278
2013-07-01,?,?,?,?,?,1,?,?,?,?,4.46,63,?,EaVmK7PPnV5TAEvB_tg-sw,5,?,4,?,?,12
2011-05-01,1,?,?,?,?,1,5,?,?,?,3.53,79,?,itQlfYLl3ASVtb28XJUVXQ,18,?,26,?,?,87
2011-03-01,1,?,?,?,?,1,?,?,?,?,4.4,5,13,05Y7z5_7j_8S2KrCGRoNig,0,?,0,?,?,7
2009-09-01,44,5,2,?,14,6,15,18,58,3,3.83,181,146,vbt_rKSSyoyNuud7Yjn6Qg,226,1,111,2,8,367
2009-08-01,?,?,?,?,?,0,?,?,?,?,3.17,6,?,hbzgW2oDxQDlmDQ6deXeSw,0,?,0,?,?,1
2014-01-01,?,?,?,?,?,2,?,?,?,?,4.11,19,?,lWUQ79UGM23o84-1sAaNkg,17,?,16,?,?,20
2011-08-01,1,?,?,?,?,0,?,?,?,?,3.82,45,7,mSRwdGB_oMEIxtY7I0SU-A,4,?,6,?,?,29
2013-04-01,?,?,?,?,?,0,?,?,?,?,1.5,3,?,QRgADDwzIwCi32QGNyeFDw,0,?,2,?,?,2
2010-12-01,11,1,3,?,1,2,8,6,9,?,3.38,262,21,L-Sut_f4EaJ1ghh_-9MuIA,98,?,164,?,4,266
2013-03-01,?,?,?,?,?,0,?,?,?,?,2.8,6,?,sPn_juMSi_kjPYITrMrl9Q,0,?,6,?,?,6
2009-06-01,4,2,1,?,1,4,1,5,8,?,4.13,177,1,P5qsu3aPKu1UicFR3OMtiw,400,?,24,?,1,482
2007-08-01,1,?,?,?,2,4,1,?,12,?,3.41,206,?,wPwoLUKJIeCVp6_Vh7xpAQ,88,?,14,?,?,218
2011-01-01,1,?,?,?,?,1,?,?,?,?,4,18,24,LrqVaLSI1Z0wPU73Zk7Y2w,4,?,9,?,?,6
2010-05-01,1,?,?,?,?,0,2,?,?,?,4.43,7,13,EQgvHzBQ7eHN8Bsffy9IVQ,7,?,4,?,?,9
2011-04-01,?,?,?,?,?,0,?,?,?,?,4.11,9,?,PYFy_lZJSXI-lFxq8zyzTQ,3,?,1,?,?,8
2011-08-01,?,?,?,?,?,0,?,?,?,?,4.8,15,3,Fyc_FceEM4Bce1wx-x3RYA,8,?,4,?,?,30
2011-03-01,?,?,?,?,?,0,?,?,?,?,3.46,13,?,LvyIhavG9nkv951uoaib8w,1,?,1,?,?,13
2009-06-01,?,?,?,?,?,0,?,?,1,?,3.74,40,?,bx3yk121vYC3ZS5YB_shsw,14,?,3,?,?,82
2011-09-01,1,?,?,?,?,2,?,?,1,?,4,26,?,EwG7uPvPuprXeDc0tR9sqA,4,?,1,?,?,8
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.5,22,1,xh7BCxb46RLw7elbovuvWg,3,?,3,?,?,7
2012-05-01,?,?,?,?,?,0,?,?,?,?,3.6,5,?,gltV9ioVCh2fvk2b6U9ZrA,6,?,3,?,?,18
2011-07-01,2,?,1,?,2,3,1,1,3,?,3.86,220,7,AvthRjy9X0RPuU9bDvBgKA,34,?,24,?,?,101
2007-08-01,142,10,4,20,91,39,44,166,220,10,3.9,340,282,ZNpAVHTehFYp0rObGT4teQ,1118,2,889,26,43,1446
2008-07-01,2,?,?,?,2,1,1,?,2,?,3.02,44,10,Y58Qc8rI1AkljUITymJesg,21,?,34,?,1,136
2010-03-01,3,?,?,?,?,1,?,?,1,?,4.38,13,3,3f4iWELs16wiH7167-nCJg,17,?,1,?,?,40
2010-11-01,5,?,?,?,?,1,3,?,?,?,3.52,127,2,RkLT2lCHUUsR6Kboy02JTw,32,?,56,?,3,131
2011-05-01,1,1,2,?,2,0,2,4,10,1,3.84,140,1,8FTy-M73vhq9x_AnPrOYug,32,?,34,?,1,116
2011-05-01,4,2,?,1,3,1,1,1,2,?,3.18,44,21,AkLBgOcfj-3JbPKjZR-IdQ,63,?,52,?,4,95
2006-11-01,7,1,2,2,4,9,7,12,20,?,3.91,177,54,6SR2bZ6RkqbzxlfB2dfc7Q,122,1,126,2,7,175
2009-08-01,?,?,?,?,?,0,?,?,?,?,4.18,10,1,ZMOoIXyu45BcJ1f6iSxhJg,4,?,4,?,?,8
2006-12-01,8,8,3,1,7,8,12,19,26,1,3.57,342,28,EVN484M7GZxhVpp61JgQBA,291,3,172,2,2,501
2009-07-01,2,3,1,?,1,2,3,2,3,1,3.61,97,8,2wJyaBMKVcjX1RSgXAhe7Q,17,?,29,?,?,79
2013-09-01,1,?,?,?,1,0,?,?,?,?,3.55,78,18,ghxfRXPGpvQtFZGYoSGbcw,22,?,15,?,?,55
2010-05-01,?,?,?,?,?,0,?,?,?,?,3.08,13,?,I1g6PbC0XQs2MD_-h9L7LQ,1,?,1,?,?,6
2008-08-01,?,1,?,?,3,9,3,3,5,?,3.93,306,17,AejSfKB24NNyXY5W1ildZQ,95,1,103,?,6,321
2008-11-01,?,?,?,?,1,1,1,?,2,?,4.03,27,20,p5JVI5TkPtUtKq2_J3DrDA,12,?,6,?,?,27
2010-07-01,17,?,5,1,23,17,8,19,19,1,3.83,296,24,PdRiW0iUxXOgn5wcRiV50w,175,2,110,?,?,427
2011-09-01,?,?,?,?,?,1,?,?,?,?,4,8,8,MEV-oAPpMyahG810gicFeA,0,?,2,?,?,7
2012-03-01,?,?,?,?,?,0,?,?,?,?,4.5,9,?,unq9q4N2euoQJhh4Ubmn8Q,1,?,0,?,?,4
2012-01-01,4,?,?,?,?,0,1,?,1,?,3.41,107,?,q22wXKWjAim186dbPevkYQ,25,?,47,?,?,98
2007-05-01,1,?,?,?,2,2,?,?,2,?,3.59,103,?,-wZW6lhzT0X7JRUF50psVA,53,?,45,?,1,156
2012-02-01,8,?,1,?,5,1,1,2,7,?,3.92,84,12,G2zhtHNYsIFHRAREuOdFlQ,90,?,37,1,?,175
2012-07-01,12,3,2,1,6,6,3,2,7,?,3.31,154,13,blGPUcRrNPO5K_TfVYIN1A,91,1,75,1,4,217
2009-06-01,?,?,?,?,?,0,?,?,?,?,3.83,7,2,0ylf0t4vHqY0HsCoWPe_BA,1,?,5,?,?,6
2012-03-01,?,?,?,?,?,0,?,?,?,?,4,6,?,vozxjKIWFrwf5seStTBJCw,3,?,1,?,?,4
2012-08-01,?,?,?,?,?,0,1,?,?,?,3.67,3,?,Btu7SghVFMyNltLtPL3R2A,0,?,0,?,?,0
2011-05-01,?,1,?,?,?,0,?,?,?,?,3.8,10,?,i0EhhMvRU9e_sXE86sTJmA,0,?,0,?,?,3
2011-01-01,1,?,?,?,?,0,?,?,?,?,3.91,43,1,e9d9EQqOd2-NlX8WFx0aEg,13,?,4,?,1,49
2009-02-01,1,?,?,?,1,0,1,?,?,?,4.75,50,17,VpL2gVvtB94NJiK5-EPjoQ,42,?,12,?,?,97
2010-09-01,1,?,?,?,?,4,5,2,1,?,4.31,16,35,I8DE1XRGHVVjThZk_9CFww,18,?,18,?,2,62
2011-07-01,?,?,?,?,?,0,?,?,?,?,3.6,4,?,j2cEbPBElyLMju62hHvNQQ,0,?,0,?,?,0
2009-06-01,?,?,?,?,?,1,?,?,?,?,4.5,115,2,hapVOqd6_Kcnbu6wZF_VOQ,20,?,14,1,?,48
2011-06-01,?,?,?,?,?,0,?,?,?,?,2.78,18,?,1MCgRQCGGv9KEH7n4dvX6w,0,?,1,?,?,2
2009-10-01,?,?,?,?,?,0,?,?,?,?,2.8,6,?,vsLhFO05t81aE2m_crM9Xw,2,?,0,?,?,3
2007-12-01,10,2,2,2,3,2,10,5,20,?,3.6,98,32,cfGePSqakjcTTgsSvzhh9g,191,?,138,1,9,214
2010-06-01,?,?,?,?,?,0,?,?,?,?,2.81,31,?,k-pDD8ywqfWqroe5vMTxRA,8,?,13,?,?,92
2009-01-01,3,2,4,?,1,7,?,1,4,?,3.79,252,11,Lv7dv82BjRN060S7uulSDg,52,2,46,1,?,195
2009-08-01,129,7,?,4,24,18,65,50,97,8,3.38,244,284,j-dA6wumLsGgZEQZjOoELw,537,3,536,9,57,764
2012-11-01,1,?,?,?,?,0,?,?,?,?,3.57,7,1,8j3DF_YYW9uPRRSQy_NsEQ,1,?,0,?,?,12
2012-10-01,?,?,?,?,?,0,?,?,?,?,4,5,?,gH8QzYY9_So3G9XWPpf0gg,0,?,0,?,?,0
2010-04-01,?,?,?,?,?,0,?,?,?,?,4.36,14,24,J3ihZoXdMhzLzIV0yhdgGQ,6,?,3,?,?,7
2010-05-01,2,?,?,?,1,2,?,?,4,?,4.33,30,15,h-1lrW7Thqvi47a9IvE3zg,12,?,5,?,?,19
2009-07-01,?,?,?,?,?,0,?,?,?,?,3.1,10,?,HIS9tQZWvvIVsUbBG0hDqQ,1,?,3,?,?,8
2010-01-01,7,?,?,2,2,7,?,4,6,?,4.33,50,60,k3yNsQ7yp1cYkdHRaLy3yQ,55,?,11,1,?,121
2011-09-01,3,1,1,?,1,1,2,?,4,?,4.27,152,9,W_R-gVF8OHNrIhtmyhDnyg,50,?,35,1,2,127
2010-10-01,1,?,?,?,?,1,?,1,3,?,3.52,79,18,pkgYy4PBrVCT6H0sILmTvA,40,?,32,?,2,96
2012-07-01,?,?,?,?,?,0,?,?,?,?,5,1,?,vDGSIC6A2ax-ozeCV4lp8w,0,?,0,?,?,1
2010-10-01,2,?,?,?,1,4,1,1,4,?,3.46,198,9,_1K71NCvoTRAXtZYrTyGdw,42,?,44,?,1,174
2011-01-01,1,?,?,?,?,0,?,2,?,?,4.03,33,2,eg6T2xJQTVETmp03KqHgtg,11,?,5,?,?,41
2007-04-01,17,3,2,3,5,4,16,15,27,2,3.65,200,41,BGGTWbnpkAIbzl4ih-oZng,197,1,189,2,10,163
2012-01-01,?,?,?,?,?,1,1,?,?,?,3.6,6,?,C4xRNoQOLFAjxj-ZOEnYUw,1,?,4,?,?,14
2008-04-01,1,1,?,1,?,0,1,2,?,?,4.17,7,3,CuLY3E_5U51ATgKC3WOmIg,11,?,6,?,?,19
2010-08-01,?,?,?,?,?,0,?,?,?,?,4.48,22,?,m50nuf-XEX-_ShIBeqbLaw,6,?,1,?,?,4
2009-08-01,31,1,5,1,14,13,16,21,18,2,3.7,324,40,NXnbBRdj4XbsSTEQXPvywA,247,?,231,6,9,545
2010-12-01,7,2,3,?,1,1,3,?,3,?,3.21,116,9,S3UBGaEpXOU-sraQsclfMQ,19,?,26,?,2,85
2009-01-01,2,1,?,?,2,3,4,6,10,?,4.03,125,9,Xhf_XYFAkKIeIXS-0bh80w,44,?,36,?,1,88
2010-07-01,?,?,?,?,?,0,?,?,?,?,2,1,?,LogquRKfP0EPKJ3hdpB4-g,0,?,0,?,?,1
2011-02-01,?,?,?,?,?,0,?,?,?,?,3.2,50,?,QnbBo57nniM8itnqu-KrcQ,3,?,6,?,?,22
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.57,14,?,D0GBoQ3hXjVXsyXRsKfG0Q,8,?,1,?,?,11
2008-02-01,7,5,5,1,20,11,14,15,24,?,3.74,299,62,cvMC0ZsZo2TmS5DvKwT3nA,231,?,165,1,1,408
2009-12-01,?,?,?,?,?,0,?,?,?,?,2.45,10,1,Ryolnmpuq3F70CYgBNRPvw,4,?,4,?,?,25
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.4,5,?,41vsLRbLZ6Jn1KsecP08IQ,1,?,1,?,?,2
2009-08-01,?,?,?,?,?,0,?,?,?,?,3.31,16,1,JW_gwnIJQ6CniEl_89KWJA,5,?,2,?,?,19
2007-04-01,84,9,7,3,14,18,54,45,83,1,3.32,465,63,Teexr4MH0y4uR-ofFb-igQ,501,4,381,5,29,743
2011-06-01,5,2,4,?,6,3,4,5,15,1,3.43,241,18,E1AnAYsqjLyOQfxxo4AyHg,52,?,26,?,1,199
2008-01-01,3,?,?,?,1,2,7,2,2,?,4.55,11,49,D9IbFBww5VL3NBiKic4Kqg,16,?,7,?,?,26
2010-08-01,107,4,5,3,56,19,58,100,140,3,3.83,435,92,zvFomoCcKU9UyeC9i7CyvA,983,?,837,9,42,1472
2013-10-01,?,?,?,?,?,0,?,?,?,?,4.4,5,?,Sib-ahmPnTGc1sjtE0ugMg,0,?,2,?,?,1
2006-10-01,27,3,4,3,15,13,27,29,60,2,4.05,163,74,oIVsVM8H273aoT1JUmsDIg,447,2,256,3,16,533
2011-07-01,2,?,?,?,?,0,?,?,?,?,3.74,43,1,gccXsNM2_0Ues_R2kgmygw,5,?,4,?,?,22
2013-09-01,?,?,?,?,?,0,?,?,?,?,4,6,?,LYAp0_KLreaoolS8zcUIiA,2,?,4,?,?,5
2008-08-01,27,2,5,?,10,12,9,13,47,1,4.1,277,116,1iRAVgY9kstDoYeGyndIOg,258,?,187,?,10,404
2010-08-01,5,1,2,?,7,0,6,5,11,1,3.65,74,7,vQvcnF_8oHxKdzTUAydjcA,32,?,19,1,1,79
2007-12-01,1,?,?,?,?,0,?,?,?,?,2.9,10,?,nsFOnd2AHcHv6bvWgBHZCw,0,?,2,?,?,13
2006-07-01,11,2,?,?,4,6,9,6,11,1,2.92,83,64,0g6TyhGJXvLQNr7d7LsDnw,81,?,88,?,2,242
2011-06-01,2,?,?,?,?,1,?,?,4,1,4.06,36,10,2fqPRkmjFr2wUxZXJNqKdg,9,?,2,?,?,51
2007-08-01,?,1,?,?,1,0,?,?,1,?,3.5,39,4,28MSq7NWzcLCGYXkX2p9KQ,19,?,10,?,?,73
2008-04-01,?,?,?,?,?,0,?,?,?,?,3.52,52,1,i2ckIH_V0wsEDHb23a_avg,20,?,10,?,?,46
2010-02-01,101,9,2,1,79,23,47,62,93,2,3.47,133,169,IEQlakFYC4Q7K3WXEajaSQ,1652,?,1425,13,43,1801
2008-08-01,2,?,?,?,3,0,3,4,3,?,3.03,39,4,1OzWDM03EEimwJEE9lueoQ,68,?,30,?,5,88
2008-10-01,11,1,3,2,7,8,4,4,7,1,3.6,520,26,4PHFFgxWSmFha8PKxqp-tw,124,?,125,1,2,389
2009-07-01,1,?,?,?,?,1,2,?,?,?,4.3,10,?,5NpyRl_W4Q3sYEbzzd_Dhg,7,?,9,?,?,17
2009-10-01,?,?,?,?,?,0,?,?,?,?,5,2,2,GekGdAe4l2aDDG2KY_JaIA,2,?,2,?,?,5
2010-01-01,?,?,?,?,1,4,?,?,?,?,4.28,31,5,pmDlZI2cQ6bMvJmrEvCSsg,14,?,5,?,?,43
2012-09-01,?,?,?,?,?,0,?,?,?,?,3,2,?,R8wXb7kESiiAZ8U14LHMrQ,0,?,1,?,?,0
2010-07-01,?,?,?,?,?,0,?,1,?,?,4.38,8,11,nxAuvkD9GkMpZK7BYczuPQ,2,?,5,?,?,6
2007-01-01,2,?,1,2,2,5,1,4,6,?,3.41,153,4,-eF-E9UZzLNlySpxI9x46Q,57,1,51,?,1,120
2007-06-01,?,?,?,?,?,0,?,?,1,?,3.59,39,1,E15CBfjWwx6wkzdJBIekwQ,16,?,9,?,?,22
2009-10-01,1,?,?,?,2,2,2,?,?,?,4.07,168,15,_GVAV2LjUWEs9fGjslex_A,50,?,53,?,2,146
2011-09-01,?,?,?,?,?,0,?,?,?,?,3.57,8,?,FwIzvcDkOIrlLJ06zkmlcQ,0,?,1,?,?,4
2009-05-01,1,?,?,?,?,2,?,?,?,?,4,6,17,PpDwQ1dP6NZY5gKyr4gRBQ,1,?,5,?,?,7
2012-11-01,1,?,?,?,1,1,2,?,?,?,4.75,4,30,9A_pnfaiLsJ7QzZHSmtU4w,2,?,0,?,?,6
2010-03-01,199,25,5,21,126,126,109,180,261,21,3.69,904,372,hLuKgo7G6us4wNQoFb7N8A,1195,10,1248,91,92,2183
2012-03-01,?,?,?,?,?,0,?,?,?,?,2.5,8,?,fqnzy3lLbxZQVv1FuTFYBw,2,?,6,?,?,14
2010-06-01,?,?,?,?,?,1,?,?,?,?,3.75,75,?,0jzAA1pmZSBj-VIA2cRxJw,18,?,9,?,?,54
2007-10-01,?,?,?,?,?,0,?,1,2,?,3.82,21,2,VdnMyU28-4J0illWTqXDbw,17,?,9,1,1,32
2012-08-01,35,?,2,?,4,3,10,9,16,2,3.24,336,35,6phsGfhy7kP_UTcLf4Z33Q,100,?,60,4,2,392
2014-02-01,?,?,?,?,?,0,?,?,?,?,4.56,19,?,-JLDeGHE2Oh0hHQuyVuVLw,3,?,3,?,?,4
2012-05-01,?,?,?,?,?,0,?,1,1,?,4.23,73,10,myLlIKARGcfV9rU2IwOeqw,25,?,12,?,?,70
2007-12-01,75,6,?,5,12,12,44,49,66,?,3.86,77,85,5kJYTUtFUJT24dWNs6eW8w,312,?,355,14,45,410
2011-03-01,?,?,?,?,?,1,?,?,?,?,4.33,6,?,c2omqIIMOTZDkg9LTR9Rrg,0,?,1,?,?,2
2010-06-01,621,33,4,2,190,35,316,173,434,23,3.65,677,184,QMzUS7Kvge7itdC6-Ftmgw,3961,5,3762,110,325,4615
2009-09-01,?,?,?,?,?,0,?,?,?,?,4,3,?,8Y3EaE723e-DoV35BxtTGQ,0,?,0,?,?,0
2009-06-01,9,2,3,4,4,20,7,14,13,?,3.48,362,46,bvRkxlZtE35aJxrmjj1TLA,148,1,44,5,2,297
2009-08-01,12,3,4,?,16,26,7,4,17,2,3.74,1013,92,Tg953ECLcYfyUpY0rgcrJA,297,1,212,14,4,881
2010-05-01,?,?,?,?,1,0,?,?,?,?,4.35,23,?,Avh6UCFnQqHNqRK7eN-f5Q,7,?,4,?,?,22
2011-05-01,3,?,2,?,5,4,2,6,5,?,4.07,80,5,gAtHtMBijGUUVQ21kk1iPA,64,2,10,?,?,155
2011-02-01,2,1,?,?,2,1,1,1,2,?,4.69,16,28,DblIKwFdkkTNAeft7J4Taw,12,?,2,?,?,35
2013-02-01,?,?,?,?,?,0,?,?,?,?,3.76,20,1,QYk_EF6x-Qqwa8h23Y-2cw,4,?,1,?,?,8
2013-05-01,?,?,?,?,?,0,?,?,?,?,4.47,17,2,cGitg_2_o4PuS9zcthRSPw,0,?,0,?,?,0
2009-06-01,68,6,4,1,6,14,26,28,44,1,3.56,724,403,UCQNrwN4_hHHTWYa8cqe_Q,502,?,421,1,11,988
2011-07-01,?,?,?,?,?,0,?,?,?,?,3.83,8,?,--YaaRpXTBK6dM0SyhWkrw,1,?,0,?,?,0
2008-05-01,5,3,1,?,1,3,3,1,12,?,3.7,232,6,FMOuSgpGLv9qvPYTHL4cgA,80,?,96,1,8,156
2013-01-01,?,?,?,?,?,0,1,?,?,?,4.36,14,?,QDXoEJqYhiHGY1tw4ObMig,0,?,0,?,?,4
2010-10-01,?,?,?,?,?,0,?,?,?,?,4.62,8,?,rYHMBiZy-BfP75_DA98hvg,2,?,0,?,?,2
2014-03-01,?,?,?,?,?,0,?,?,?,?,3.43,7,?,pylcTs70Y3OIs7-jjVZeOQ,0,?,1,?,?,4
2011-11-01,1,?,?,?,?,0,2,?,?,?,3.42,11,9,XjKY4YfPREjZiVz1zmVeEw,5,?,6,?,?,31
2009-08-01,?,?,?,?,?,0,?,?,?,?,1,1,?,ZQnEUboOhM0lgJWg4mjTzg,0,?,0,?,?,2
2013-02-01,?,?,?,?,?,0,?,?,?,?,3,2,?,XqaZ2jW5bJKV1pqtTiU2Cw,2,?,2,?,?,3
2009-12-01,?,?,?,?,?,0,?,?,?,?,3.4,15,?,8eWpnXWasjlP_9jAK88cJw,4,?,2,?,?,5
2012-12-01,?,?,?,?,?,0,?,?,?,?,2.58,8,?,paoKxLYry6EgoXA8m-9XiQ,1,?,0,?,?,12
2012-09-01,?,?,?,?,?,0,?,?,?,?,1,2,?,6ZXiGoiTFl7l-bCAEfiLDA,2,?,12,?,?,3
2012-08-01,1,?,?,?,?,1,?,?,1,?,4.2,57,3,UoN2wegvy0MmDARwnfrUIw,2,?,1,?,?,11
2010-04-01,?,?,?,?,?,0,?,?,?,?,4.67,3,1,HN47JqWr6vT6x_vMR9NbDw,0,?,0,?,?,1
2009-03-01,58,4,5,1,52,31,28,41,74,3,3.58,993,203,OAd-vbR_POac1zHtu-Y2Zg,1314,12,699,11,19,1961
2009-01-01,3,?,3,?,3,3,2,3,7,1,3.94,172,7,TEDWIxVruH-t_kZ_s54V7g,60,?,47,1,1,140
2011-01-01,13,7,3,1,6,7,3,17,23,2,3.8,149,25,2eA58dxCdqVIq1U7-KO5Pg,194,?,196,2,3,328
2011-05-01,?,2,?,1,1,1,5,6,?,?,4.18,11,18,66fVXiiKD7g0Jqj2reXerg,8,?,20,?,1,19
2011-03-01,2,?,?,?,1,2,?,1,?,?,3.69,39,5,-2EuoueswhqEERWezJY8gw,12,?,7,?,1,38
2006-07-01,10,1,2,2,1,10,5,2,6,1,3.88,233,14,-umEKdH3Yz1m8Wp2xierGQ,141,?,93,?,3,246
2009-04-01,?,?,?,?,?,0,3,?,?,?,2.75,56,?,QzA6ZW1NFid32_g_fsapIg,9,?,28,?,?,76
2008-01-01,?,?,?,?,1,0,?,?,1,?,3.66,44,1,kEVKZ2t2q00yXe65Ad4fSQ,6,?,4,?,?,17
2011-08-01,?,?,?,?,2,2,1,1,2,?,3.9,30,20,tu1JYK7QbaFFRcsJseOPKA,48,?,69,?,?,79
2007-07-01,5,1,?,2,3,6,2,15,26,?,4.39,45,6,-_mDUXmM5CWo1Q4qwuoiPA,75,?,59,?,9,147
2008-08-01,50,6,6,3,17,20,26,37,49,?,3.21,230,512,JkMOQaMjlBHMqp6gj-hL3w,462,?,366,2,8,817
2009-03-01,3,?,?,?,2,1,?,?,2,?,4.13,14,48,3UDYuIkrdCafFwl8MLxeVw,15,?,4,1,?,20
2011-05-01,?,?,?,?,1,0,?,?,?,?,2.88,7,3,m9siOc50Y7nzBNe4ubZhpA,7,?,12,?,1,34
2008-11-01,17,3,3,?,4,2,6,10,13,1,3.71,87,17,zBVXg-iDLfFIowr9fU4LEg,39,?,35,?,3,106
2011-04-01,?,?,?,?,?,0,?,?,?,?,4.18,50,?,5m55KNmkpgUk0PhzooJ98w,3,?,7,?,?,30
2010-01-01,?,?,?,1,1,1,?,1,4,?,4.48,71,19,yci6-GysgKDPNIAjrZjQTQ,23,?,13,?,?,41
2011-10-01,1,?,?,?,?,1,2,1,3,?,3.74,57,41,UqUc0FG5kSRJqsLJ8_co_Q,18,?,15,?,1,42
2008-10-01,306,65,5,87,435,255,183,567,575,49,3.76,789,755,TEoY60poY_5k82q_w9zt5A,4006,13,2919,251,185,5129
2012-05-01,?,?,?,?,?,0,?,?,?,?,2.64,24,?,7nIWcmJhyPl-RbXustEPtw,42,?,74,?,?,173
2011-04-01,?,?,?,?,?,1,?,?,?,?,4.5,2,4,3C7VQrXjNfpeizhig8BoNA,0,?,1,?,?,3
2013-02-01,?,?,?,?,?,0,?,?,?,?,4.5,6,2,f2CCBAsdxmWSKGyzIGEzBA,1,?,1,?,?,6
2010-01-01,1,?,?,?,?,4,3,1,1,?,3.86,393,1,TtV3rjxBpMdUsexTveWSRg,96,?,166,?,1,353
2009-11-01,?,?,?,1,?,0,1,?,2,?,3.67,6,35,nc74Ht2RoqSxCReMtV0PGQ,2,?,5,?,1,5
2011-05-01,?,?,?,?,?,2,?,?,?,?,4.08,13,?,IIVCBQfKR80J6rNrUG7zuw,3,?,4,?,?,13
2009-02-01,?,?,?,?,?,0,?,?,?,?,2.58,12,?,PYxxwBHl1QjgqWwqyYw6zA,5,?,11,?,?,19
2008-11-01,?,?,?,?,?,0,?,?,?,?,1.5,2,?,VDQS1xUueOeP4N9oIcCtiA,1,?,3,?,?,3
