@relation user

@attribute yelping_since string
@attribute compliments.plain numeric
@attribute compliments.more numeric
@attribute elite numeric
@attribute compliments.cute numeric
@attribute compliments.writer numeric
@attribute fans numeric
@attribute compliments.note numeric
@attribute compliments.hot numeric
@attribute compliments.cool numeric
@attribute compliments.profile numeric
@attribute average_stars numeric
@attribute review_count numeric
@attribute friends numeric
@attribute user_id string
@attribute votes.cool numeric
@attribute compliments.list numeric
@attribute votes.funny numeric
@attribute compliments.photos numeric
@attribute compliments.funny numeric
@attribute votes.useful numeric

@data
2009-03-01,?,?,?,?,?,1,?,?,?,?,3.08,26,?,BeyS2Lv-tBhdlusF2In4CA,7,?,21,?,?,65
2012-07-01,?,?,?,?,?,0,?,?,?,?,3.8,5,?,fjGh54rTqVn0ECKroIXwYQ,0,?,0,?,?,1
2010-06-01,?,?,?,?,1,0,?,?,?,?,3.43,27,?,e7-9o5OmKMiQReixCA6b8A,4,?,15,?,?,39
2008-10-01,5,1,1,1,8,4,5,15,16,?,3.49,118,12,hieVDOyVxxitOi1v2m1lhw,163,3,199,?,7,320
2009-12-01,?,?,?,?,?,0,?,?,?,?,3.73,12,?,SvS7NXWG2B2kFoaHaWdGfg,1,?,1,?,?,4
2010-01-01,3,?,?,?,?,2,2,?,?,?,3.46,190,1,oq0sNYxNoJh1hQM9QrG4PQ,14,?,15,?,?,75
2008-02-01,10,?,3,?,4,3,8,6,7,1,3.48,286,4,4Z4Bv3gEMbEmncLDDcrB4w,100,1,179,?,4,307
2014-03-01,?,?,?,?,?,0,?,?,?,?,3.33,3,?,l9WiwZTZrnLt1PMyns_MTA,0,?,0,?,?,2
2010-06-01,?,?,?,?,?,0,?,?,?,?,4,25,?,1M0GK5zRzBVNJLjLmufP_w,8,?,1,?,?,18
2008-08-01,1,?,?,1,1,2,2,1,2,?,3.65,138,8,QENthJkaA1UOyRcx3HVpKQ,39,?,298,5,2,143
2013-12-01,?,?,?,?,?,0,?,?,?,?,5,1,?,7SiwK6ZvzHPHr4_eVajoTQ,0,?,0,?,?,1
2008-10-01,35,?,4,?,19,7,21,13,25,?,3.99,114,99,R04P35fYVS4HASyBuMcElg,86,?,54,4,11,228
2009-07-01,?,?,?,?,?,2,?,?,?,?,3.5,10,2,StCV2TbWOuHlvHqKmDdmDQ,1,?,2,?,?,2
2011-03-01,12,?,?,1,4,4,4,?,4,?,3.42,33,5,AnW3hjm3lkvx8usob_YjzQ,26,?,64,2,5,87
2009-01-01,?,?,?,?,?,0,?,?,?,?,3.86,7,1,q7zvcNn6ErrxBsANtfWWMg,2,?,0,?,?,4
2009-06-01,416,9,5,10,155,15,99,109,239,9,3.48,449,144,rNRHyxvr0o6O5DLmqnEHbg,1122,?,911,399,81,1469
2011-10-01,?,?,?,?,?,0,?,?,?,?,3,9,?,_4DHn3RB6jSgw7ppQfCuSg,1,?,7,?,?,10
2014-04-01,?,?,?,?,?,0,?,?,?,?,3.91,23,?,otlKqCHsCPYVOnM_BymyJA,0,?,0,?,?,0
2013-08-01,2,?,1,?,2,1,1,1,7,?,4,77,3,9SU4T5EvO3UVy7e-26yCjQ,34,?,12,?,?,79
2012-11-01,?,?,?,?,?,0,?,?,?,?,5,2,?,tNxt3gCPObCrB5GDUSnlig,0,?,1,?,?,2
2013-04-01,?,?,?,?,?,0,2,?,?,?,4,5,?,aQZM7L_HPqTsRdFXhQExZw,1,?,0,?,?,4
2013-01-01,?,?,?,?,?,0,?,?,?,?,4,4,?,hvSlzpUUdKq7qO8uvwPqOQ,2,?,2,?,?,9
2013-12-01,?,?,?,?,?,1,?,?,?,?,4,6,?,Veue6umxTpA3o1eEydowZg,0,?,3,?,?,3
2012-11-01,?,?,?,?,?,0,?,?,?,?,3.5,8,?,JdK6sep9Ms3SqVOaryqkGA,0,?,0,?,?,17
2013-02-01,?,?,?,?,?,0,?,?,?,?,3.25,4,?,Sd3__-DSydKJ8S9EMB0L5A,0,?,0,?,?,1
2008-07-01,?,?,?,?,?,1,?,?,?,?,2.91,11,1,i3v1qeqEtHws6oGq3eAtXQ,2,?,6,?,?,8
2011-08-01,?,?,?,?,?,0,?,?,?,?,1,1,1,N4cbfISlDLaoWehc2aupmQ,0,?,0,?,?,3
2011-12-01,?,?,?,?,?,0,?,?,?,?,2.75,4,?,rUUI3ngu8tIRVAzQz25GCQ,0,?,2,?,?,11
2008-02-01,42,4,7,2,28,17,32,63,75,1,3.8,419,34,u760qQnKAwRkRhq6Fn8yzA,530,?,191,1,10,1062
2012-01-01,?,?,?,?,?,0,?,?,?,?,3.75,4,1,5dFetCtnBasBxbIEOIaG7g,2,?,1,?,?,5
2011-09-01,?,?,?,?,?,0,?,?,?,1,3.32,56,2,XmSPy_RTZArCirAqWsVP6w,12,?,12,?,?,64
2008-04-01,?,?,?,?,?,0,?,?,?,?,3.25,16,?,SqAgrmuR0GtkoJQeGT1S_A,0,?,1,?,?,11
2012-03-01,?,?,?,?,?,0,?,?,?,?,3.19,18,?,exUy69ucCZUJQMQ7MOFK0w,0,?,1,?,?,2
2013-04-01,?,?,?,?,?,0,?,?,?,?,4,2,2,7AJlNv1gAAI3dDwPT_PPNA,0,?,1,?,?,2
2011-10-01,?,?,?,?,?,1,?,?,?,?,2.71,15,?,tIj41Kloa1EkexTiyBI9ng,5,?,5,?,?,32
2012-10-01,?,?,?,?,?,0,?,?,?,?,3.67,13,?,nmTG128TupL0-tnhe1h7CQ,1,?,2,?,?,6
2010-09-01,?,?,?,?,?,0,?,?,?,?,2.75,4,?,w8Y9QJIzIox1Ccl_ydzTXA,1,?,0,?,?,3
2013-04-01,?,?,?,?,?,0,1,?,?,?,3.75,20,?,zKTQ9yo-yxOeR6Q3Av5_yQ,2,?,5,?,?,12
2008-04-01,2,?,?,?,?,1,?,?,?,?,3,5,1,p5YZHgjJe51TD7V16u0eOw,9,?,14,?,?,17
2014-02-01,?,?,?,?,?,0,?,?,?,?,4.36,12,?,QiPECcsRMFjSkojdrvnsqA,2,?,3,?,?,4
2011-06-01,?,?,?,?,?,0,?,?,?,?,5,3,1,0YqeGzAJJzDw-zLZihHw8A,0,?,0,?,?,2
2011-11-01,?,?,?,?,?,0,?,?,?,?,4.15,13,?,Bld8sdbL48rJzVXo4yMYWA,0,?,1,?,?,12
2011-08-01,?,?,?,?,1,0,?,?,?,?,4.67,3,1,Vj0ZfqKHotsR8EJoIHOC4w,3,?,0,?,?,5
2008-11-01,173,17,6,13,86,58,82,128,169,21,3.4,908,115,2sklUYBnk7LxzM-11yPUPg,1633,10,1813,70,93,2330
2010-10-01,4,?,?,?,1,3,9,?,3,?,3.7,410,1,06YTa8A3QhWXv4l6Htr91A,43,?,48,1,5,201
2011-03-01,?,?,?,?,?,0,?,?,?,?,4,9,1,ps2ieaK5yXTFa9cvZv9Lvw,0,?,0,?,?,2
2014-03-01,?,?,?,?,?,0,?,?,?,?,1,1,?,tAyaQN7f8uuOWMUk_CgJvQ,0,?,0,?,?,0
2010-09-01,1,?,?,?,1,1,1,?,1,1,3.86,20,3,TLo_MqJ98pc8ImS8CPb-4Q,3,?,5,?,?,21
2010-11-01,1,?,?,?,?,1,?,?,?,?,3,8,1,w8CIc5wvjyae8sZINowV6w,0,?,0,?,?,12
2005-10-01,14,10,4,4,8,18,14,23,22,4,3.99,103,34,oAB-YHJSWJTl7gvQxN-Zdg,317,1,217,2,11,371
2009-02-01,11,1,4,?,8,7,6,1,14,2,3.5,402,18,yI15VsYAgcFOoasstMO4UA,100,?,114,2,3,379
2013-04-01,?,?,?,?,?,0,?,?,?,?,3.25,4,?,HPUUg5qQpNr02I30hq4wAw,0,?,2,?,?,3
2010-08-01,?,?,?,?,?,0,?,?,?,?,3.25,4,?,mP5iB0oGlcRX-7akLR7Hjg,0,?,0,?,?,3
2012-05-01,1,?,?,?,1,1,?,?,?,?,3.8,15,?,iKBS0S0l_PZ_iEaKw8W9bA,3,?,1,?,?,7
2011-01-01,?,?,?,?,?,0,?,?,?,?,3.83,23,?,fFKjBGY3qsd2_FVADHxeCA,2,?,0,?,?,24
2010-06-01,1502,49,5,17,181,170,623,225,517,23,4.05,824,902,lC0KGXmIhyjzghBUlVnkhQ,3076,8,2770,68,343,4548
2011-01-01,?,?,?,?,1,0,2,?,?,?,4,19,1,gxloYXYIO3E64yTr5RXt9w,6,?,9,?,?,32
2010-03-01,?,?,?,?,?,0,?,?,?,?,3,1,3,TkcX1AAy1bAHOKM3Lh0plg,0,?,0,?,?,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,bDk2XvjJlK8fsiL6C1HpEg,16,?,136,?,?,120
2011-01-01,5,2,1,?,1,3,2,1,4,?,3.67,69,7,PTnQtmk2EdBhMiWXSUYLPA,58,?,17,?,?,102
2010-01-01,?,?,?,?,?,0,?,?,?,?,4,5,10,FfncbCPvEGTS3rcE78btUQ,1,?,2,?,?,12
2009-06-01,2,?,2,?,10,2,3,7,6,?,3.65,120,9,jqMa8QhylASA1HT_CG9RyQ,52,?,24,?,?,153
2012-02-01,?,?,?,?,?,0,?,?,?,?,3.75,8,?,fQKg9rb1Gf253qaAMdLS0g,3,?,1,?,?,4
2010-05-01,?,?,?,?,?,0,1,?,1,?,4.2,6,?,Ja3XXz6IJBnDbJKjY4WsdA,1,?,5,?,?,21
2012-06-01,?,?,?,?,2,0,?,1,?,?,3.95,20,1,xv6zplylmpMYrPmbD59s9w,3,?,5,?,?,14
2011-03-01,?,?,?,?,?,0,?,?,?,?,3.31,13,?,1g3MBbRJyyhz5tC2Ayc3rA,9,?,4,?,?,20
2012-09-01,?,?,?,?,?,0,1,?,?,?,3,5,?,vlSA47FlfINOpooclRc7VQ,1,?,0,?,?,10
2007-03-01,?,?,?,?,?,0,?,?,?,?,5,4,2,4BpZid6JOJeUqqVhPHawyg,1,?,0,?,?,6
2007-08-01,16,7,4,2,4,10,15,13,12,1,3.61,431,15,l_vRCjYILaY9PYWevubPwQ,194,11,172,?,2,541
2010-07-01,?,?,?,?,?,0,?,?,?,?,3,10,5,LFsJK5nPekuVciOQ83Niiw,2,?,5,?,?,11
2011-10-01,37,5,3,3,38,19,46,71,65,?,3.85,348,59,2kYWiRMK53my4zOtAhFV4Q,655,7,670,3,42,1103
2010-06-01,1,?,?,?,2,2,1,?,?,?,2.66,62,3,hLYKwQyWLtzZNx6uZPu5pw,27,?,170,?,1,151
2010-06-01,?,?,?,?,?,0,?,?,?,?,3,12,?,BzPijout7xnZedCqVXcVoA,3,?,14,?,1,15
2010-09-01,?,?,?,?,?,0,?,?,?,?,5,3,?,3T2Dr5fnsWDmudQM1Hhy7A,0,?,0,?,?,0
2011-04-01,1,?,?,?,?,0,1,?,1,?,2.93,15,3,TymK5byoMKhdW-r8QhxoJg,2,?,6,?,?,5
2009-12-01,87,3,2,2,34,20,22,33,40,1,3.92,303,31,vEc7evQDo09ttI3HA9655Q,281,14,418,2,15,540
2009-10-01,7,?,?,?,2,6,4,?,?,?,3.26,94,4,RueYG7VZjO5HjJz9DD3YsA,33,?,66,?,3,192
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,RvweNJFVkR3ttkWsIBy7nQ,141,?,94,3,1,419
2010-10-01,6,?,?,?,3,1,7,?,2,?,3.33,192,3,VwR2_xBiB9VPsqWuJDfi5g,67,?,94,?,2,187
2009-07-01,1,?,?,?,1,0,?,?,?,?,3.12,24,?,RdufJ-Wl0abkMOlE2WNaLw,5,?,5,?,?,26
2011-12-01,?,?,?,?,1,1,?,?,?,?,2.87,16,?,gPC41al8C-iMOsBWGUKdxQ,1,?,2,?,?,19
2011-03-01,1,1,?,?,?,0,?,?,?,?,2,11,2,BPs4HaecCFNhVo3i6YyLTA,2,?,3,?,?,19
2008-04-01,17,5,3,1,7,6,18,3,17,1,3.53,271,21,2nMU77JsSdKGprPmS0X8zw,117,?,93,6,7,294
2010-12-01,?,?,?,?,?,0,?,?,?,?,4,1,8,bqSs0R0mxNWmqWKa6yxrFQ,0,?,0,?,?,1
2011-06-01,?,?,?,?,?,0,?,?,?,?,4.3,10,6,cZFqA2yCS606Sempa8L6vA,1,?,0,?,?,6
2013-04-01,?,?,?,?,?,0,?,?,?,?,3.71,85,?,OeO1kjW59bySv-L7Md8BWA,8,?,6,?,?,21
2008-09-01,42,2,2,1,21,7,19,33,38,2,3.67,124,60,_ohPF8fo5ifWiMOrEPrC8Q,142,?,85,2,7,231
2012-06-01,1,?,?,?,?,3,?,?,?,?,4.05,129,?,Bi7FeOkZ37ceBioYHWnBVg,30,?,22,?,?,105
2011-02-01,1,?,?,?,2,0,1,?,?,?,3.65,225,8,jE5xVugujSaskAoh2DRx3Q,29,?,36,1,1,135
2009-04-01,1,?,?,?,?,0,?,?,?,?,1.91,13,?,H1kH6QZV7Le4zqTRNxoZow,2,?,1,?,?,17
2007-11-01,?,?,?,?,?,0,?,?,?,?,4.5,8,?,tR4roQvISyC1thFUXo3r0g,2,?,0,?,?,16
2007-11-01,2,?,6,?,2,4,3,2,4,1,4.16,163,1,8LSbsAOT7t8WAXvc14o6fw,70,?,29,?,3,134
2010-01-01,24,3,3,1,16,7,22,11,46,4,3.77,225,30,hhVKwwMkejIS9f5_OILtBw,152,?,83,1,5,281
2009-04-01,1,1,1,?,1,1,4,2,3,1,2.97,80,4,1m7w8LthojiGt5sEmCgatg,26,?,32,?,2,132
2011-04-01,?,?,?,?,?,1,?,?,?,?,3.6,5,?,-SuNG0UNAspVHrP9DDXuaA,5,?,11,?,1,7
2012-09-01,?,?,?,?,?,0,?,?,?,?,3.11,12,?,4ih20jNIEPIkhkh-uxeyAg,0,?,0,?,?,7
2011-01-01,?,?,?,?,?,0,?,?,?,?,2.67,24,?,Gt4kAjvuN_suMn7NLS9SHw,1,?,10,?,?,23
2007-11-01,4,?,?,?,2,1,6,2,2,?,3.28,138,1,Em4_jm2Fqd4h5i4MyLUnsw,70,?,51,?,?,190
2011-04-01,?,?,?,?,?,0,?,?,?,?,4.67,6,1,l22BAYxYW8Z0YgP26zJcRA,2,?,0,?,?,4
2012-10-01,?,?,?,?,?,0,?,?,?,?,4,1,?,IeNUcPI97qp8-IuveplJiA,0,?,0,?,?,1
2012-07-01,?,?,?,?,?,0,?,?,?,?,2.25,4,1,ej13VJ7DzOVPUlNu8L2_VA,0,?,0,?,?,6
2011-04-01,?,?,?,?,?,0,?,?,?,?,3.2,6,?,AgiNZS_rcd4k_yTCJjTZtw,1,?,0,?,?,17
2014-07-01,?,?,?,?,?,0,?,?,?,?,1,1,?,HK6EtMteafAdWkcDChTqVg,0,?,0,?,?,0
2012-05-01,?,?,?,?,?,0,?,?,?,?,5,1,?,k_M8LHAb-eJiMJ8dohrEyw,0,?,0,?,?,0
2008-04-01,69,1,6,2,5,10,12,80,87,6,4.08,189,23,Iq9bCnyeB6HASXOouyhLLA,544,2,473,3,54,706
2012-06-01,?,?,?,?,?,0,?,?,?,?,5,2,?,xIbUUfdIZJ8wOlp_Aa6m_w,0,?,0,?,?,2
2011-06-01,?,?,?,?,?,0,?,?,?,?,4,4,?,tflEmhrZKf0IjgZiC3FU2A,0,?,0,?,?,1
2012-10-01,5,2,2,?,6,4,8,9,3,?,3.75,75,11,Yhlx0ob3UDz2PcJRat2QgQ,83,?,86,?,8,132
2009-07-01,?,?,?,?,?,2,?,?,?,?,4.12,8,14,ae-liuNOw35td5AU8uOG6A,1,?,0,?,?,6
2011-05-01,?,?,?,?,1,0,?,?,?,?,3.8,13,?,G9NsTOubFN2EZTpY_eumZg,0,?,2,?,1,5
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.2,5,?,DZBVSlNvAOsRVZ6cK9FrIg,6,?,5,?,?,10
2009-12-01,?,?,?,?,?,1,?,?,?,?,3.58,48,?,XE-EtNY1ogC6XdLYhYVVFQ,2,?,0,?,?,19
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.67,4,?,UbueB1t868VVuAQld9aQ1A,1,?,0,?,?,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,uSlKnryLlnD3mvmG6DIyCg,138,?,123,?,2,297
2012-11-01,?,?,?,?,?,0,?,?,?,?,3,4,1,fVkYELANscaNkQq-x2OAeQ,0,?,1,?,?,6
2009-04-01,1,1,?,?,2,0,1,?,?,1,3.28,35,3,E1NwenYcQCPAr7yomxl4ug,45,?,56,?,?,85
2011-10-01,?,?,?,?,?,0,?,?,?,?,5,1,?,F7CkTfv0Bg_fS0vgPjIp8w,0,?,0,?,?,0
2011-08-01,?,?,?,?,1,1,1,?,?,?,3.26,63,?,GIe3fZlWKtnPXTaGqmwl-A,13,?,35,?,?,46
2009-08-01,?,?,?,?,?,0,?,?,?,?,4.33,3,?,wPA7kXuo15zsahac1fqfgQ,0,?,0,?,?,2
2009-03-01,?,?,?,?,?,0,?,?,?,?,3.33,49,?,b6zxvmCa1a-ggWxObSweZw,6,?,11,?,?,66
2009-12-01,?,?,?,?,4,0,1,1,?,?,3.24,25,2,phqg9sFvGXd0kwTXAk6vvQ,4,?,6,?,?,45
2010-06-01,?,?,?,?,?,0,?,?,?,?,4.29,8,?,SE24BdF_JWLFV34Hr5cHLQ,1,?,5,?,?,4
2011-10-01,24,4,3,2,22,10,27,17,26,?,4.15,135,44,6rMHhS3Hf_Ofn1hYaxaUgQ,179,1,68,11,6,314
2011-06-01,?,?,?,?,1,0,?,?,?,?,3.58,12,3,CzQv61Gp80PZXCIdf-NNcQ,4,?,2,?,?,17
2010-11-01,94,7,2,4,21,21,44,35,49,1,3.92,116,11,wTQHOi_-h1a02clSKCntzA,192,4,190,11,16,289
2007-01-01,25,6,5,2,11,24,17,28,44,1,3.75,535,38,nqs6Avj7bfyavMUHO0XVBg,327,?,269,5,34,636
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,aYhKsAUQaaRGgdgcZC5XAw,137,1,140,1,2,432
2010-10-01,?,?,?,?,?,0,?,?,?,?,4.31,16,?,LVW_8tSvxMgIOaTeOvtteA,1,?,0,?,?,15
2009-02-01,5,?,?,?,1,3,?,?,?,?,4.19,146,5,4sZ0KWrdsWxtfz5axQv1kg,91,?,45,?,?,242
2013-09-01,?,?,?,?,?,0,?,?,?,?,2.62,8,?,1yerL0y2L4SyH5E7wVu4dQ,0,?,0,?,?,3
2011-10-01,1,?,?,?,?,0,?,1,1,?,3.85,13,1,zDeT5NCJQi0jxGqo2e_KPw,8,?,5,?,?,24
2010-07-01,?,?,?,?,?,1,?,?,?,?,3.86,7,1,vE2dKxMjL86JNiWswkqwMA,0,?,1,?,?,4
2009-11-01,?,?,?,?,1,0,8,?,3,1,3.55,118,9,jFbqK9jzIrJ0nC8C7syxVg,33,?,13,?,1,106
2012-02-01,?,?,?,?,?,0,1,?,1,?,3.29,39,?,lI9O3GZm72B94WudEYkp6w,3,?,8,?,?,21
2010-10-01,2,1,2,?,7,4,1,11,5,1,4.08,246,13,5-zDa3uehYmGqrzc7esK6A,61,?,49,2,1,204
2010-03-01,22,?,2,?,7,5,10,7,12,?,3.73,116,23,togogXGeT9kKaMNXtgmC7g,154,?,58,3,1,285
2012-09-01,?,?,?,?,?,0,?,?,?,?,5,3,?,Tz25bIMplXd24Lmc-lr8pA,1,?,0,?,?,1
2010-03-01,8,3,4,?,13,7,4,8,27,2,3.85,226,23,Jpb5uSnlLKD4RJzk7UGwkQ,77,?,81,?,6,177
2009-07-01,?,?,?,?,?,1,?,?,1,?,3.38,25,?,S-YYRRyEa7H_Z4lcVwRVJg,5,?,7,?,?,29
2011-04-01,?,1,?,?,1,1,?,1,1,?,3.42,12,4,ydqPTX9DkqBeSKoz-eNatA,7,?,1,?,?,16
2011-06-01,?,?,?,?,?,0,?,?,?,?,3.86,21,?,wesMv1-cXnN8F-TCugisKA,2,?,0,?,?,5
2009-06-01,15,?,3,?,10,9,8,6,6,?,3.02,204,16,M_Z-4EpQ47V7NrNx-sLCdA,184,?,271,1,4,536
2010-07-01,5,3,4,?,?,2,?,1,5,?,3.6,121,10,bafakbBFSIkpafZts10TTw,41,?,50,?,2,114
2011-02-01,?,?,?,?,?,0,?,?,?,?,4.54,13,4,-bIeBikYxWirBLBSJ5kCBw,3,?,1,1,?,5
2012-12-01,?,?,?,?,?,0,?,?,?,?,3.82,11,?,btGYRJU2lc74OG5es2JZdA,1,?,0,?,?,1
2011-09-01,?,?,?,?,?,0,?,?,?,?,5,4,?,Fa8M2CXINe0FEKPuBfqG7A,1,?,0,?,?,0
2010-05-01,?,?,?,?,?,1,?,?,?,?,3.31,42,1,-FXnYAedXYHnNk8M49yBQA,11,?,2,?,?,50
2013-04-01,1,?,?,?,?,0,1,?,?,?,3.11,56,?,dMVS8YQPa7MpOponFsdCWw,8,?,7,?,?,39
2013-10-01,?,?,?,?,?,0,?,?,?,?,3.67,3,?,k2GImDHHZvMCOI7EfED93A,1,?,1,?,?,1
2007-05-01,?,?,?,?,?,0,?,?,?,?,3.96,27,?,arbaFkggBJMlFsVXJr7TTw,11,1,6,?,?,37
2012-07-01,?,?,?,?,?,0,?,?,?,?,3,2,?,Re_-wkpm-NQvJn2CL9Gn7g,0,?,1,?,?,0
2008-12-01,?,?,?,?,?,0,?,?,?,?,3.4,20,?,m03Pw_Pgz7FMliwjkgPHnA,2,?,0,?,?,11
2011-06-01,?,?,?,?,?,0,?,?,?,?,4.58,20,1,PMMx7b5IBhWtm4EKKL8ung,5,?,4,?,?,8
2014-06-01,?,?,?,?,?,0,?,?,?,?,3.64,12,?,XX_zPgQOvqBXG1IbWD7CCw,0,?,0,?,?,0
2012-01-01,?,?,?,?,2,1,?,2,?,?,3.5,22,1,Bs-J8PQH1gN4K0e2PWk5bA,11,?,14,?,?,37
2012-09-01,?,?,?,?,?,0,?,?,?,?,4.33,4,?,Ma7C776hT5ynLXqiqGbD8Q,0,?,0,?,?,0
2009-01-01,?,1,1,?,?,1,?,?,?,?,3.87,82,6,idQx85xfiIm_SGTnDsaXcQ,134,?,227,1,?,135
2013-06-01,?,?,?,?,1,1,?,1,1,?,3.78,18,?,W8hSb_zSjewlgfYTUceXtg,14,?,1,?,?,22
2013-09-01,?,?,?,?,?,1,?,?,?,?,5,1,2,G9hJKtbULZs8iZmbE545lw,1,?,0,?,?,0
2010-09-01,1,?,?,?,?,0,?,?,?,?,3,13,2,zFG2ImchzinRT64JLNUAbg,6,?,3,?,?,23
2009-06-01,?,?,?,?,?,0,?,?,?,?,4,3,1,Gpf8U6USRj6GzKoleb477Q,3,?,1,?,?,2
2013-04-01,?,?,?,?,?,0,?,?,?,?,2.83,6,2,Fiec-fG39Gkd5mTK5WEi7w,0,?,2,?,?,4
2012-02-01,1,?,?,?,?,0,?,?,1,?,2.55,13,?,KBLW4wJA_fwoWmMhiHRVOA,1,?,4,?,?,12
2012-10-01,?,?,?,?,?,1,?,?,?,?,2.29,7,?,g8VbmLMCNAuM2sYqYD4syw,0,?,1,?,?,3
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.4,5,1,S4hxgsxvNmjv8dxIaI7Vyg,3,?,1,?,?,4
2009-05-01,?,?,?,?,1,0,?,?,?,?,4.43,15,?,Pz5MV9HSOs-wfUfFEHbeHQ,3,?,2,?,?,9
2011-07-01,15,4,4,1,26,4,31,17,32,?,3.61,336,20,bfww9ItvUBeRsFQ4UD4eaw,316,1,207,?,2,737
2010-09-01,?,?,?,?,?,0,?,?,?,?,3.42,63,?,5A9eyz0IiVdj0k5LQ5taeA,0,?,5,?,?,17
2007-03-01,3,?,?,?,1,2,3,1,3,?,3.71,115,7,AC4-bAcxK_E1nwUPaYYqmQ,61,?,71,?,2,116
2011-10-01,?,?,?,?,?,0,?,?,?,?,5,1,?,3Lip3yfr0gnwNtxR2iCtRA,0,?,0,?,?,1
2014-02-01,?,?,?,?,?,0,?,?,?,?,5,1,?,WLqxkkd-jJ4cuoyqRBTw_w,0,?,0,?,?,2
2010-04-01,19,1,3,2,5,12,22,8,31,?,3.63,653,43,I61wdDOXK1bJIAufsiIplQ,239,?,184,4,10,625
2012-11-01,?,?,?,?,?,0,?,?,?,?,3.25,4,1,ETDXMtzoBIkNwapDqiAWCg,0,?,1,?,?,2
2012-10-01,?,?,?,?,?,0,?,?,?,?,1,1,?,EYVgfCc9lcLLNc8fKXh33A,0,?,0,?,?,0
2012-03-01,?,?,?,?,?,0,?,?,?,?,3.5,14,?,6E7uP_vSGFVZt1_OoUVfYw,2,?,3,?,?,6
2011-01-01,?,?,?,?,1,0,?,?,?,?,4.08,13,1,FWuzfJNDjOGAp2KaRcd9PQ,2,?,1,?,?,2
2012-09-01,?,?,?,?,?,0,?,?,?,?,3,3,?,MwXOgU4sB7QBgg0FOz35OQ,2,?,1,?,?,6
