@relation userReviews

@attribute user.yelping_since string
@attribute user.compliments.plain numeric
@attribute user.compliments.more numeric
@attribute user.elite numeric
@attribute user.compliments.cute numeric
@attribute user.compliments.writer numeric
@attribute user.fans numeric
@attribute user.compliments.note numeric
@attribute user.compliments.hot numeric
@attribute user.compliments.cool numeric
@attribute user.compliments.profile numeric
@attribute user.average_stars numeric
@attribute user.review_count numeric
@attribute user.friends numeric
@attribute user.votes.cool numeric
@attribute user.compliments.list numeric
@attribute user.votes.funny numeric
@attribute user.compliments.photos numeric
@attribute user.compliments.funny numeric
@attribute user.votes.useful numeric
@attribute review.business_id string
@attribute review.date string
@attribute review.review_id string
@attribute review.stars numeric
@attribute review.user_id string
@attribute review.votes.cool numeric
@attribute review.votes.funny numeric
@attribute review.votes.useful numeric

@data
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,JwUE5GmEO-sH1FuwJgKBlQ,2009-05-04,ow1c4Lcl3ObWxDC2yurwjQ,4,ZYaumz29bl9qHpu-KVtMGA,0,6,0
2009-12-01,?,?,?,?,?,0,?,?,?,?,3.73,12,?,1,?,1,?,?,4,JwUE5GmEO-sH1FuwJgKBlQ,2010-10-30,FRTCszJWkJonDAZx3yr8FA,4,SvS7NXWG2B2kFoaHaWdGfg,0,0,0
2008-10-01,1,1,1,?,2,2,?,?,3,?,3.88,79,?,22,?,12,?,?,72,JwUE5GmEO-sH1FuwJgKBlQ,2011-02-06,qQIvtbqUujvvnJDzPSfmFA,4,qOYI9O0ecMJ9VaqcM9phNw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,JwUE5GmEO-sH1FuwJgKBlQ,2011-03-31,4iPPOQIo5Mr1NAUPUgCUrQ,4,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2011-07-01,15,4,4,1,26,4,31,17,32,?,3.61,336,20,316,1,207,?,2,737,JwUE5GmEO-sH1FuwJgKBlQ,2011-11-08,Rnm1KyfRcwNt9bOI5i-yqA,4,bfww9ItvUBeRsFQ4UD4eaw,0,0,1
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,119,?,121,?,6,383,JwUE5GmEO-sH1FuwJgKBlQ,2011-12-29,SSlO5u2nIJ8PoAKAgN5m3Q,5,Au3Qs-AAZEWu2_4gIMwRgw,0,2,5
2009-04-01,2,?,?,?,?,0,?,?,?,1,3.78,55,7,16,?,20,?,?,56,JwUE5GmEO-sH1FuwJgKBlQ,2012-01-08,_utPYHIdXeq8CqQ4iYD1bw,3,MnXcXwr0keJpkIiwuPsOKg,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,JwUE5GmEO-sH1FuwJgKBlQ,2012-01-08,6wFJ0Ml7r9elqjeoez3HXQ,4,-hwN2juKYn-KTxa2WBYLnw,0,1,1
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,JwUE5GmEO-sH1FuwJgKBlQ,2012-02-13,rgM9f8Xh6ySclVoOSR8MXw,5,MPKMK36Xp0GuaWaXlUwZ8Q,1,2,4
2010-07-01,1,?,?,?,?,0,?,?,?,?,3.88,25,?,3,?,4,?,?,15,JwUE5GmEO-sH1FuwJgKBlQ,2012-02-16,khGSK7FRLuRWnnTE6I0stA,4,pgKOL4k5tWCWS9VIc33EoQ,0,0,1
2009-07-01,?,?,?,?,?,0,?,?,?,?,4,7,?,0,?,1,?,?,0,JwUE5GmEO-sH1FuwJgKBlQ,2012-02-19,mdjs8GJUfqGajVMjgOrP5Q,4,4K7YXIl77EOHlTfSUjLCDw,0,1,0
2011-01-01,2,?,2,?,?,1,1,1,6,?,3.9,131,7,22,?,12,?,?,78,JwUE5GmEO-sH1FuwJgKBlQ,2012-03-12,Vqkv071v8vLA2ux8aOeICQ,5,MDiCwtVo-Aq9cD5bAKd8Lw,0,0,1
2012-08-01,?,?,?,?,?,0,?,?,?,?,3,1,?,0,?,0,?,?,2,JwUE5GmEO-sH1FuwJgKBlQ,2012-08-26,gksnzyc9jQ9hNXESjvTrQw,3,wC8r-m6KHifL6R2i8ok8yg,0,0,1
2012-09-01,?,?,?,?,?,0,?,?,?,?,3.11,12,?,0,?,0,?,?,7,JwUE5GmEO-sH1FuwJgKBlQ,2013-02-12,ilPs2w4liKDvlqLhWrkI8Q,4,4ih20jNIEPIkhkh-uxeyAg,0,0,0
2011-11-01,?,?,?,?,?,0,?,?,?,?,4.15,13,?,0,?,1,?,?,12,JwUE5GmEO-sH1FuwJgKBlQ,2013-05-07,kAFG3i8DsfTkJePPEMc9Ig,5,Bld8sdbL48rJzVXo4yMYWA,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,JwUE5GmEO-sH1FuwJgKBlQ,2013-07-20,ue3D7WBI4ZQxH43wMdpfcA,3,OtpHvQFGbZ4sONaQAXankg,0,0,0
2008-03-01,18,5,3,?,15,12,4,10,22,1,5,523,34,217,1,184,5,5,378,JwUE5GmEO-sH1FuwJgKBlQ,2013-10-28,DAFwq9T6sKDYiyQHiAzVbQ,5,nJ_6gzvBj0mF943eWZ0cSw,0,1,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,JwUE5GmEO-sH1FuwJgKBlQ,2014-03-13,PCa_K6ijV3Tzbp6nouEiJQ,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2011-06-01,?,?,?,?,?,0,?,?,?,?,4,3,?,1,?,1,?,?,1,JwUE5GmEO-sH1FuwJgKBlQ,2014-07-02,rYKHcfBvFjqd5qvbX700_Q,5,IXANAoF_6OOFdDwjpGZpQg,0,0,0
2014-07-01,?,?,?,?,?,0,?,?,?,?,5,1,?,0,?,0,?,?,0,JwUE5GmEO-sH1FuwJgKBlQ,2014-07-06,xpQe4tiCdZuQdmQsgtMErA,5,LDrpATl7viHfGGeUKzPeZA,0,0,0
2009-12-01,87,3,2,2,34,20,22,33,40,1,3.92,303,31,281,14,418,2,15,540,uGykseHzyS5xAMWoN6YUqA,2010-07-05,2owUZZsM0fuMNhzIfWcqRQ,4,vEc7evQDo09ttI3HA9655Q,1,0,1
2009-11-01,?,?,?,?,?,0,?,?,?,?,3.84,20,?,1,?,5,?,?,11,uGykseHzyS5xAMWoN6YUqA,2010-10-19,BfPKrRDzpeQsljyxMa5sSA,5,8lvmjewvLCwnbfwNoE-Xyg,0,0,0
2010-04-01,?,?,?,?,?,1,?,?,?,?,4.78,21,2,1,?,1,?,?,14,uGykseHzyS5xAMWoN6YUqA,2010-12-04,HAFNOdoQEluZxGDshb7vOQ,5,u5xcw6LCnnMhddoxkRIgUA,0,0,1
2010-07-01,5,?,?,1,1,3,2,1,4,?,4.05,79,6,66,?,137,?,4,97,uGykseHzyS5xAMWoN6YUqA,2010-12-28,C4gpNPcwPRT7Pd3Dh1247A,4,qGux2C8XzxDxSNgyR5YpDg,0,0,0
2007-05-01,46,5,2,1,19,16,20,33,32,2,3.76,411,30,848,?,1511,?,23,1102,uGykseHzyS5xAMWoN6YUqA,2011-06-19,64ruCMTy3YpUfK33GS8weg,5,KT1F97KjezOZlIboOq7Krw,0,0,0
2011-07-01,?,1,?,?,?,1,?,?,?,?,3.55,11,1,2,?,3,?,?,15,uGykseHzyS5xAMWoN6YUqA,2011-08-18,QsrzjenckNACuOgaEiMWfA,4,tYwzsMLMc8juCuIMDAx3dw,0,0,0
2011-02-01,?,1,?,?,?,1,?,?,?,?,4.06,44,8,1,?,7,?,?,15,uGykseHzyS5xAMWoN6YUqA,2011-09-06,rEmo-x2TEkgGlTUZHc2PKQ,5,q2_xNGF6nhsOoD2NpOa5dg,0,0,0
2012-02-01,?,?,?,?,?,0,?,?,?,?,3.81,16,?,0,?,2,?,?,13,uGykseHzyS5xAMWoN6YUqA,2012-03-10,IaONpXIHNtIBrmMU668OdQ,1,6ViJPCbqIAIq5HPy7anIEw,0,0,1
2012-11-01,?,?,?,?,?,0,?,?,?,?,4.4,5,1,3,?,1,?,?,4,uGykseHzyS5xAMWoN6YUqA,2013-04-04,eePGdbbqruayA3UZKcm9jw,4,S4hxgsxvNmjv8dxIaI7Vyg,0,0,0
2012-07-01,?,?,?,?,?,0,?,?,?,?,3.8,5,?,0,?,0,?,?,1,uGykseHzyS5xAMWoN6YUqA,2013-08-05,fgPJmaGRiLgOmEdz9DEEPQ,4,fjGh54rTqVn0ECKroIXwYQ,0,0,0
2012-08-01,?,?,?,?,?,0,?,?,?,?,4.07,14,?,1,?,0,?,?,11,uGykseHzyS5xAMWoN6YUqA,2013-09-21,yc0GhIx7gY2d3qb84xW1MA,4,emBphqO9RndSywB5B1_L3w,0,0,0
2013-10-01,?,?,?,?,?,0,?,?,?,?,3,6,?,0,?,0,?,?,0,uGykseHzyS5xAMWoN6YUqA,2014-01-01,by1vl1hP-gZMSn0ChXlGWA,2,l6PKBSi09-Qi0v3T9IZwCw,0,0,0
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.4,5,1,1,?,0,?,?,1,uGykseHzyS5xAMWoN6YUqA,2014-04-01,4it5bgKLOwplPWKZK4Q6cw,4,LA_oXZdiMqZqjxNp7gZweA,0,0,0
2006-06-01,28,9,5,3,17,33,19,20,35,?,4.08,850,42,1299,15,545,1,8,1714,LRKJF43s9-3jG9Lgx4zODg,2007-12-31,xjyVKwC1azTtDLrShQBthQ,5,Ue3hmkbr-pVaiqiCnxInQg,1,0,1
2007-08-01,16,7,4,2,4,10,15,13,12,1,3.61,431,15,194,11,172,?,2,541,LRKJF43s9-3jG9Lgx4zODg,2008-10-21,67d-r6tRNFSWXbvGR6FPDg,4,l_vRCjYILaY9PYWevubPwQ,0,0,0
2008-11-01,173,17,6,13,86,58,82,128,169,21,3.4,908,115,1633,10,1813,70,93,2330,LRKJF43s9-3jG9Lgx4zODg,2008-12-20,nmX7lMtrsWw_z6i6Nt5ltA,5,2sklUYBnk7LxzM-11yPUPg,0,0,1
2008-11-01,173,17,6,13,86,58,82,128,169,21,3.4,908,115,1633,10,1813,70,93,2330,LRKJF43s9-3jG9Lgx4zODg,2010-01-05,iEkq9MFkcop1_CVnl-INSA,5,2sklUYBnk7LxzM-11yPUPg,1,1,0
2010-11-01,94,7,2,4,21,21,44,35,49,1,3.92,116,11,192,4,190,11,16,289,LRKJF43s9-3jG9Lgx4zODg,2012-01-21,sywSyodHZeCQUJTftQej1w,4,wTQHOi_-h1a02clSKCntzA,0,0,0
2008-02-01,10,?,3,?,4,3,8,6,7,1,3.48,286,4,100,1,179,?,4,307,LRKJF43s9-3jG9Lgx4zODg,2012-05-28,Ddu4pw-Yj3Xqk7lnA6Zo1Q,4,4Z4Bv3gEMbEmncLDDcrB4w,0,0,0
2012-10-01,?,?,?,?,?,0,1,?,?,?,3.8,5,?,0,?,0,?,?,0,LRKJF43s9-3jG9Lgx4zODg,2012-11-03,kzFlI35hkmYA_vPSsMcNoQ,5,WsGQfLLy3YlP_S9jBE3j1w,0,0,0
2013-12-01,?,?,?,?,?,1,?,?,?,?,4,6,?,0,?,3,?,?,3,LRKJF43s9-3jG9Lgx4zODg,2013-12-30,Tfn4EfjyWInS-4ZtGAFNNw,3,Veue6umxTpA3o1eEydowZg,0,0,0
2010-04-01,?,?,?,?,?,1,?,?,?,?,4.78,21,2,1,?,1,?,?,14,RgDg-k9S5YD_BaxMckifkg,2010-12-04,ZYaS2P5EmK9DANxGTV48Tw,5,u5xcw6LCnnMhddoxkRIgUA,0,0,0
2010-01-01,1,?,?,?,2,3,1,1,1,?,3.99,75,13,43,1,46,?,1,159,RgDg-k9S5YD_BaxMckifkg,2011-06-02,uOLM0vvnFdp468ofLnszTA,3,kj18hvJRPLepZPNL7ySKpg,0,0,0
2012-04-01,?,?,?,?,?,0,?,?,?,?,4,12,?,0,?,0,?,?,5,RgDg-k9S5YD_BaxMckifkg,2012-05-28,b3u1RHmZTNRc0thlFmj2oQ,4,L5kqM35IZggaPTpQJqcgwg,0,0,0
2006-10-01,10,4,6,?,6,9,10,6,11,1,3.61,403,35,137,1,140,1,2,432,oLctHIA1AxmsgOuu4dM6Vw,2007-09-01,KShIc8cUxbPCGDrJRsVvYw,3,aYhKsAUQaaRGgdgcZC5XAw,0,0,1
2005-03-01,1,1,4,?,4,1,1,1,4,1,3.59,180,17,76,?,198,?,2,177,oLctHIA1AxmsgOuu4dM6Vw,2007-09-10,YKl9cQsRT2J3_osn_U-fJw,2,8ITVDdfK07owxCA1x878Vw,1,1,4
2008-02-01,129,10,?,13,10,5,88,94,143,6,3.48,91,53,115,8,142,11,110,160,oLctHIA1AxmsgOuu4dM6Vw,2008-10-18,Hm4bXkXC3098K49bG2lIYg,1,TCqjsTEPFLfjdCxI2Zq1WQ,0,0,2
2009-01-01,?,?,?,?,?,0,?,?,?,?,2.1,10,?,6,?,18,?,?,50,oLctHIA1AxmsgOuu4dM6Vw,2009-01-16,Yp9-duCZtwUlrP8CXJwSxg,1,QSRCc7ip7DqRnUT0gJ6q_g,0,0,3
2009-05-01,1,?,?,?,?,1,1,?,?,?,3.25,24,?,8,?,9,?,?,17,oLctHIA1AxmsgOuu4dM6Vw,2010-06-10,PHcYOcb3Hf18FUPgysF-lQ,1,DVWIxcfkjxri5UruYABkrQ,0,0,1
2009-05-01,?,?,?,?,?,0,1,?,?,?,3.18,27,1,1,?,8,?,?,51,oLctHIA1AxmsgOuu4dM6Vw,2010-08-16,3Pm1t9yeuGctjRPKxNrAOA,1,awmiM7bsZZLv_WgiTXgRbw,0,0,2
2010-08-01,?,?,?,?,?,0,?,?,?,?,3,2,?,1,?,0,?,?,6,oLctHIA1AxmsgOuu4dM6Vw,2010-08-18,DkGRye6t5Cd6PgRab2UwUg,1,AqTwwvkgk_qvfZ2k4ET4pA,0,0,0
2007-05-01,?,?,?,?,?,0,?,?,?,?,3.31,13,1,0,?,2,?,?,10,oLctHIA1AxmsgOuu4dM6Vw,2010-10-11,Hdng63D9qvnT1says4LMMw,1,BD4IhPuK-DwGBQb3RzQDcQ,0,1,1
2012-09-01,?,?,?,?,?,0,?,?,?,?,1,1,?,0,?,0,?,?,0,oLctHIA1AxmsgOuu4dM6Vw,2012-09-14,KL1rNfWrlHzHzZdDsghy5A,1,QYYVQMpKwrhjdLMY3q1EXA,0,0,0
2008-11-01,?,?,?,?,?,0,?,?,?,?,3,5,?,0,?,1,?,?,7,ZW2WeP2Hp20tq0RG1NFkoQ,2010-12-06,brYgfKhwiN4XAAt5quZCqA,1,dplaWX2Ud7lCGDfcScy9BA,0,0,2
2007-07-01,?,?,?,?,?,0,?,?,?,?,3.88,8,?,3,?,8,?,?,8,ZW2WeP2Hp20tq0RG1NFkoQ,2010-12-27,oh9vtXZDr6wwivSFwfjyIg,1,PZZoUCBoxdKGtiY9x-hnKw,1,0,1
2008-04-01,?,?,?,?,2,0,?,?,?,?,3.41,16,1,1,?,13,?,?,23,ZW2WeP2Hp20tq0RG1NFkoQ,2012-05-29,y7aKWgnnx6QGDWX8OrCEwA,1,4d1HPQHoQnqS8uoZcDLUDg,0,0,0
2010-09-01,?,?,?,?,?,0,?,?,?,?,5,3,?,0,?,0,?,?,0,ZW2WeP2Hp20tq0RG1NFkoQ,2014-07-04,-OiuD6jbmiz7F0hghDRezQ,5,3T2Dr5fnsWDmudQM1Hhy7A,0,0,0
2008-04-01,17,3,?,?,2,7,3,5,8,1,3.7,86,15,119,?,157,2,5,185,95p9Xg358BezJyk1wqzzyg,2009-07-08,2cycVscLLOmmZDp3BTvOGA,3,_cOXx98-ZiOgxjib-ZdYGA,1,1,2
2012-12-01,?,?,?,?,?,1,?,?,?,?,3.88,24,?,5,?,1,?,?,18,95p9Xg358BezJyk1wqzzyg,2014-02-24,Dp_HJfwFDxunuJ6B24RoDA,3,lcNncIDyL4RRRVGFUi4ckw,1,0,0
2012-02-01,?,?,?,?,?,0,?,?,1,?,2.67,3,?,0,?,0,?,?,2,95p9Xg358BezJyk1wqzzyg,2014-06-12,ely6It59f_aOIDTkQuVJCg,2,5SpVLn2FV2V_ORdugExiIg,0,0,1
2010-06-01,?,?,?,?,?,0,?,?,?,?,4.29,8,?,1,?,5,?,?,4,95p9Xg358BezJyk1wqzzyg,2014-06-12,46dtoXyw4GhusxFq7Lf1KQ,2,SE24BdF_JWLFV34Hr5cHLQ,0,0,0
2007-08-01,?,?,?,?,?,1,?,?,?,?,2.95,110,?,16,?,136,?,?,120,rdAdANPNOcvUtoFgcaY9KA,2007-08-22,_vzTyyPLOgVxNCuWRKOb1w,3,bDk2XvjJlK8fsiL6C1HpEg,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,rdAdANPNOcvUtoFgcaY9KA,2008-10-23,McrBBaa12WfHKTzOCCh7DA,4,ZYaumz29bl9qHpu-KVtMGA,4,3,3
2008-06-01,53,13,2,9,21,17,40,69,45,?,3.4,225,27,806,2,1472,6,65,1037,rdAdANPNOcvUtoFgcaY9KA,2008-10-23,i6x1HRWR6BSJIkiKdeQhYQ,4,D72YMW4JGX3NkSNZAW7BeA,2,0,0
2009-07-01,?,?,?,?,?,2,?,?,?,?,4.12,8,14,1,?,0,?,?,6,rdAdANPNOcvUtoFgcaY9KA,2009-08-26,sSMG7T3hzRbkwqwYTv8i-A,4,ae-liuNOw35td5AU8uOG6A,0,0,0
2009-10-01,7,?,?,?,2,6,4,?,?,?,3.26,94,4,33,?,66,?,3,192,rdAdANPNOcvUtoFgcaY9KA,2009-10-08,0Yy6Zzg11ZzmGtIVG9rPog,4,RueYG7VZjO5HjJz9DD3YsA,0,1,0
2008-05-01,12,3,?,?,3,3,2,1,5,?,3.6,132,8,138,?,123,?,2,297,rdAdANPNOcvUtoFgcaY9KA,2010-08-24,1ga5Aj9_iNDvc_6K3ol2jA,3,uSlKnryLlnD3mvmG6DIyCg,1,1,2
2010-10-01,?,?,?,?,?,0,?,?,?,?,4.31,16,?,1,?,0,?,?,15,rdAdANPNOcvUtoFgcaY9KA,2010-10-06,-pKx6W2dN6xCFA8ZIe-sOQ,4,LVW_8tSvxMgIOaTeOvtteA,0,0,0
2007-06-01,35,4,7,?,41,18,26,29,57,?,3.99,538,53,579,1,309,2,14,1279,rdAdANPNOcvUtoFgcaY9KA,2010-11-27,9eglfNPoaJVjBIsTpExTdw,4,uu5qlI41K1g30bZpNhgRKg,1,0,0
2011-06-01,?,?,?,?,?,0,?,?,?,?,3.86,21,?,2,?,0,?,?,5,rdAdANPNOcvUtoFgcaY9KA,2011-06-26,0Y31YeVGkyyTKTf4Y4VyrA,3,wesMv1-cXnN8F-TCugisKA,0,0,0
2011-08-01,?,?,1,?,2,4,3,1,2,?,4.39,44,3,11,?,5,?,?,47,rdAdANPNOcvUtoFgcaY9KA,2011-08-23,dexeF9_xWX_96Zm63Q7zSQ,4,rL7XG25E24mErfg9sZ_-wA,0,0,0
2011-12-01,?,?,?,?,?,0,?,?,?,?,4.68,19,2,2,?,2,?,?,6,rdAdANPNOcvUtoFgcaY9KA,2012-02-08,fDkHtO1eBepMZoV-qmru3g,5,Jv6lq527bHVW1EbrqzZXag,0,0,0
2011-02-01,?,?,?,?,?,1,?,?,?,?,5,6,7,0,?,2,?,?,2,rdAdANPNOcvUtoFgcaY9KA,2012-03-12,gOq_YZPXNiET51Xsoxa9WQ,5,I7dYsjvl3b66gL4KhOjVIw,0,0,0
2011-09-01,?,?,?,?,?,0,?,?,?,1,3.32,56,2,12,?,12,?,?,64,rdAdANPNOcvUtoFgcaY9KA,2012-03-18,3MpetbHOSk0-e0yeAM6K1Q,4,XmSPy_RTZArCirAqWsVP6w,0,0,0
2012-04-01,?,?,?,?,?,0,?,?,?,?,5,1,?,0,?,0,?,?,0,rdAdANPNOcvUtoFgcaY9KA,2012-04-11,xOO8goBBxpYexbUxOIRj7Q,5,rWEDVOMa0X4Qhw4wropxig,0,0,0
2011-06-01,?,?,?,?,?,0,?,?,?,?,4.58,20,1,5,?,4,?,?,8,rdAdANPNOcvUtoFgcaY9KA,2012-05-27,x12st102YwiWjkRbz8X1tw,4,PMMx7b5IBhWtm4EKKL8ung,0,0,0
2010-01-01,24,3,3,1,16,7,22,11,46,4,3.77,225,30,152,?,83,1,5,281,rdAdANPNOcvUtoFgcaY9KA,2012-09-20,WvGzFVHI-ttlhYzALyJnzg,1,hhVKwwMkejIS9f5_OILtBw,0,0,1
2012-09-01,?,?,?,?,?,0,?,?,?,?,3.75,4,?,0,?,0,?,?,1,rdAdANPNOcvUtoFgcaY9KA,2012-10-14,bP-_y84gpiMuo7dbd0p27w,4,WTzVMsr5Pre2ZPtlUwWh8w,0,0,0
2010-08-01,?,2,?,?,2,5,1,?,2,?,3.61,126,1,29,?,20,1,1,59,rdAdANPNOcvUtoFgcaY9KA,2012-10-17,7_83JssVJ7x3ZTCvLMFLdQ,3,5yLRVxHgnCQ5taPJ4cl0-A,0,0,0
2011-01-01,3,2,?,?,2,1,6,?,1,?,3.94,65,3,58,1,92,?,2,113,rdAdANPNOcvUtoFgcaY9KA,2012-11-28,xXdoRaDC7pEALfqQgFl-Xg,4,1b_wzWO8pIA42NFneY4kAA,0,0,0
2013-01-01,?,?,?,?,?,0,?,?,?,?,4.14,8,?,1,?,1,?,?,2,rdAdANPNOcvUtoFgcaY9KA,2013-01-24,ZGVMojZOA7l3bIhiCGdZPA,4,NhCE1r5RPWN3Q0GveOx6kw,0,0,0
2008-03-01,3,1,1,1,3,4,8,3,4,?,3.21,144,12,45,?,58,?,5,260,rdAdANPNOcvUtoFgcaY9KA,2013-01-27,L1-rN5tbwV8OcauhcH8c7g,4,_xf2ECTRftPV4bzK4mGYEg,0,0,0
2011-10-01,8,1,?,?,6,1,8,5,7,?,4.15,75,20,55,?,23,1,1,100,rdAdANPNOcvUtoFgcaY9KA,2013-03-07,LVeiA1ImqGzoYXnZQsohhQ,5,SEJWhA6MRIavK4b3pGxwTg,1,0,0
2008-09-01,42,2,2,1,21,7,19,33,38,2,3.67,124,60,142,?,85,2,7,231,rdAdANPNOcvUtoFgcaY9KA,2013-03-09,Yxcmpokaw5pJjJGMTqgCfg,3,_ohPF8fo5ifWiMOrEPrC8Q,0,1,1
2011-10-01,6,?,3,?,5,3,4,3,10,?,3.98,217,7,50,2,27,?,?,195,rdAdANPNOcvUtoFgcaY9KA,2013-03-18,LF8brFVyF0tFSrgo16JK2Q,5,cBBarVpwP94MsS63W4KKZg,1,0,1
2010-10-01,3,1,2,?,3,2,5,1,2,?,3.9,65,1,16,?,4,?,1,59,rdAdANPNOcvUtoFgcaY9KA,2013-06-25,1QkJXpCizrGuP13ovUEJwQ,4,reI1yQImDR-1a55zVZZPHQ,0,0,0
2011-02-01,5,?,?,?,1,2,2,2,4,?,4.47,45,47,2,?,5,1,1,23,rdAdANPNOcvUtoFgcaY9KA,2013-07-11,rcG9oWtCrDertb1Bn9j54A,5,6MYEMoBDkhNj76KA_hzEyw,0,0,0
2012-05-01,1,?,?,?,1,1,?,?,?,?,3.8,15,?,3,?,1,?,?,7,rdAdANPNOcvUtoFgcaY9KA,2014-02-19,bZIEtboNPABmQtMsWmpPaw,4,iKBS0S0l_PZ_iEaKw8W9bA,1,1,0
2013-06-01,?,?,?,?,?,0,?,?,?,?,3.33,4,?,0,?,0,?,?,2,rdAdANPNOcvUtoFgcaY9KA,2014-03-13,WtKlKTqAjM1IlF0hyXgfcQ,3,BY9Eyuam4yTP4J2G0jHIyg,0,0,1
2011-03-01,?,?,?,?,1,0,?,?,?,?,4.35,19,?,2,?,0,?,?,9,rdAdANPNOcvUtoFgcaY9KA,2014-05-04,RxfRqqOPVdM0B9PiWq-Oow,5,ibeYRWmFst05FZfo5vo_aQ,0,0,0
2009-07-01,1,?,?,?,?,2,1,1,?,?,3.36,43,?,7,?,7,?,?,50,rdAdANPNOcvUtoFgcaY9KA,2014-06-23,GYT8mEr3sMzGPc_qrE87pQ,2,dRko0-SaRcSaP5gR-5uxuA,0,0,1
2008-07-01,1,2,1,2,7,3,5,8,3,?,3.64,41,8,35,?,15,?,1,120,ZlhAvs_6ryi4_efZ1SpMbg,2010-04-24,_QZxHs7TfLyoNKgEBcVNOQ,4,13XTZwRHFLGjAdpN3YCm5Q,1,0,1
