@relation yelp_academic_dataset_tip

@attribute business_id string
@attribute date string
@attribute likes numeric
@attribute user_id string

@data
suQyHycqv8nA7EualcUB3g,'2013-11-11',0,RABj0zfAcnKPnxLVwAWzDg
suQyHycqv8nA7EualcUB3g,'2010-11-11',0,anyRwq1HLwDRTgEI1d9AIQ
3jpKGDkFrCHpjEYVEgcG0A,'2013-03-17',0,ojfq1MbTq_uOVVQL8UIaJA
AYoLKzRFajucKnjIFxc__A,'2014-07-15',0,PNe957z3s0KMtVxRn8GHGA
AYoLKzRFajucKnjIFxc__A,'2012-02-24',0,BAD9fpXlmuoVJCJidayYRQ
c5awCF5eu0ZkxUf_i94uPA,'2012-12-05',0,HUWZRvKaudxxjPxtV7qCOg
c5awCF5eu0ZkxUf_i94uPA,'2012-10-07',0,-XnKJ4tIT8r9R5n2DHPPWQ
naqkXvhoqljvA7kuo15gEw,'2012-06-07',0,VESaDn1MpEIAC7C-SvGO2w
naqkXvhoqljvA7kuo15gEw,'2013-10-22',0,8tnlkhMohEPBz2_340_DFQ
koRLvzIl-4fCybOIdk56jA,'2011-04-29',0,R005MrvgUEgCW_V4I-f3nw
koRLvzIl-4fCybOIdk56jA,'2011-06-04',0,R005MrvgUEgCW_V4I-f3nw
koRLvzIl-4fCybOIdk56jA,'2011-08-07',0,TQKb1cmyCJaztt8nN6LjYw
koRLvzIl-4fCybOIdk56jA,'2012-09-22',0,HaOI0RVx_vWyaK2a79kjdw
koRLvzIl-4fCybOIdk56jA,'2012-10-27',0,I47sJyiJ7zXA_CCSrVJZjw
koRLvzIl-4fCybOIdk56jA,'2012-12-14',0,SEJWhA6MRIavK4b3pGxwTg
koRLvzIl-4fCybOIdk56jA,'2012-12-14',0,SEJWhA6MRIavK4b3pGxwTg
koRLvzIl-4fCybOIdk56jA,'2013-10-18',0,SEJWhA6MRIavK4b3pGxwTg
koRLvzIl-4fCybOIdk56jA,'2013-12-09',0,8tnlkhMohEPBz2_340_DFQ
koRLvzIl-4fCybOIdk56jA,'2010-09-27',0,LaFYskgZ0J36MH_0Bh3HiA
ckLRf3lYn9DxmNxd-mu2yA,'2011-05-15',0,K_nrZRDnIM1LH1HPVX1_6Q
ckLRf3lYn9DxmNxd-mu2yA,'2011-05-30',0,EllJ7fZDtcaUxvfIdGYHCQ
ckLRf3lYn9DxmNxd-mu2yA,'2012-02-16',0,Nr0OOuomL0489e6i-aHkUw
ckLRf3lYn9DxmNxd-mu2yA,'2012-04-03',0,CiTRTIK3ycZ13gyCaZK1VQ
ckLRf3lYn9DxmNxd-mu2yA,'2013-04-23',0,5bpt8Z4hxZQS5ZIxymxywg
ckLRf3lYn9DxmNxd-mu2yA,'2013-08-08',0,ME7BOK4LNk-hFmIUPkrwGw
ckLRf3lYn9DxmNxd-mu2yA,'2013-08-17',0,xNb8pFe99ENj8BeMsCBPcQ
ckLRf3lYn9DxmNxd-mu2yA,'2013-08-17',0,xNb8pFe99ENj8BeMsCBPcQ
ckLRf3lYn9DxmNxd-mu2yA,'2013-09-25',0,L-cexm4-3KDqtL6kGfjzBA
Bznf9AaGgdsLI01H_ifrUA,'2013-05-07',0,IU9ArEUIijrMqNEgVKZDuw
MBQc_jlZ3nlMOZy7SUM_5Q,'2012-10-09',0,7RvC4EHQ-E7jbaIpJ28O0w
X47o6R2rWiqGqvBtC7VS3Q,'2013-04-06',0,AN2fRKGbSaKrndpe6bSo1Q
X47o6R2rWiqGqvBtC7VS3Q,'2013-09-15',0,ewgU6D38aaAUeiPIl7u3ow
_tnYCShXuDlXjNVNctTkCA,'2013-12-16',0,CfHKRE1PJL2snv1ICGhgeA
_tnYCShXuDlXjNVNctTkCA,'2013-01-05',0,BEi_v0eUqy41LZ421b6bdA
lN-5-YTsaJr_IByyA476iw,'2012-10-14',0,oFhtzLhXS1iENWoBMdWk4w
8MqyXoay37xSmlUKjYv1XA,'2011-08-07',0,dh1ZXGKbT3tRcDH1Tr-_cQ
KFJ1jBfFkRfyn3AoAUl3YQ,'2014-05-13',0,otlKqCHsCPYVOnM_BymyJA
KFJ1jBfFkRfyn3AoAUl3YQ,'2013-05-03',0,08JSWE6kaDQHEAYYlnR8jw
h8sRoUSjulDu9MfeUTEu6Q,'2013-01-09',0,o4AZNlaRf1McTUznStEuCg
G1qUGBNYNS220jKlPAlFsA,'2014-01-24',0,aoDM2oE3P4dNoFDKRljVkg
G1qUGBNYNS220jKlPAlFsA,'2014-02-07',0,7OP-I_VSr6L7FlzsqWjdIw
G1qUGBNYNS220jKlPAlFsA,'2014-05-17',0,QiPECcsRMFjSkojdrvnsqA
G1qUGBNYNS220jKlPAlFsA,'2011-08-04',0,GotgdpJNbM7iQnAHSBdQ5A
xm1RtU63jxjYsm-7dzGaZA,'2012-12-19',0,lC0KGXmIhyjzghBUlVnkhQ
6oDZ78JiSKjXVLcurCpnhw,'2013-07-08',0,tflEmhrZKf0IjgZiC3FU2A
6oDZ78JiSKjXVLcurCpnhw,'2014-06-29',0,ScuRm1vuEH6YkxSIdTYyFw
6oDZ78JiSKjXVLcurCpnhw,'2011-10-19',0,k3qIxrDtc-cX-4i7Cc8jdQ
kiAsweI4sOjDzGyz3Y_HsQ,'2013-06-11',0,08JSWE6kaDQHEAYYlnR8jw
kiAsweI4sOjDzGyz3Y_HsQ,'2013-10-01',1,HJuoEqHFWepHPZzxl-CaFw
kiAsweI4sOjDzGyz3Y_HsQ,'2014-06-25',0,5BajLT3XwGW4OrIGSQJT2g
kiAsweI4sOjDzGyz3Y_HsQ,'2011-12-30',0,QQEKEXrSbO8dtATYJEyMWQ
q8fD82us6uuGufvI44NoAg,'2012-12-07',0,yn2TsnhyiTZ8DJd1XYZ1jg
q8fD82us6uuGufvI44NoAg,'2014-06-27',0,x9nYIVx4TEF_KfHt4Im39A
q8fD82us6uuGufvI44NoAg,'2011-05-13',0,R005MrvgUEgCW_V4I-f3nw
Nj0vQjUYjaa7qbvZlEr2jQ,'2011-04-09',0,iAlA7wDakBWm2PS8aGa6eQ
Nj0vQjUYjaa7qbvZlEr2jQ,'2012-01-13',0,G4zS4hJSopEM_wL8PKykbA
Nj0vQjUYjaa7qbvZlEr2jQ,'2012-01-20',0,_ohPF8fo5ifWiMOrEPrC8Q
Nj0vQjUYjaa7qbvZlEr2jQ,'2012-07-13',0,G4zS4hJSopEM_wL8PKykbA
Nj0vQjUYjaa7qbvZlEr2jQ,'2012-12-18',0,HUWZRvKaudxxjPxtV7qCOg
Nj0vQjUYjaa7qbvZlEr2jQ,'2012-12-18',0,HUWZRvKaudxxjPxtV7qCOg
Nj0vQjUYjaa7qbvZlEr2jQ,'2013-01-11',0,w8CIc5wvjyae8sZINowV6w
Nj0vQjUYjaa7qbvZlEr2jQ,'2011-03-17',0,3nY3ADmywVm6cjMDyZmK4g
ugGTR2EvJ0c_-TpMS1LSNw,'2014-06-10',0,otlKqCHsCPYVOnM_BymyJA
B0Vuwn6Hugc-0U5n31YBfg,'2012-07-29',0,BGhtIHtUdu5RN6wSDu2NHQ
B0Vuwn6Hugc-0U5n31YBfg,'2014-05-04',0,efSJL45GF1YHlbpQxMFF8g
B0Vuwn6Hugc-0U5n31YBfg,'2011-09-05',0,_ohPF8fo5ifWiMOrEPrC8Q
pwHZ5uUB3cWis9O-L__hdA,'2012-11-20',0,EYVgfCc9lcLLNc8fKXh33A
pwHZ5uUB3cWis9O-L__hdA,'2012-10-20',0,esD5Fxjkukbzv-Syz2qHxw
vknZxEFCHOMidG0OJKYekA,'2013-10-14',0,whQv-CPMQC5Ia7p7-c-h9w
Wn8NhS-L1ck6jbTjX88Kkg,'2011-06-25',0,uhsQFs68oZHrKVMPinwfrQ
Wn8NhS-L1ck6jbTjX88Kkg,'2011-08-03',0,j3bede-B7k-xOlIn4hV2HA
Wn8NhS-L1ck6jbTjX88Kkg,'2011-08-17',1,r5HPh_QfyotCtzcNyWotKQ
Wn8NhS-L1ck6jbTjX88Kkg,'2012-02-26',0,fQKg9rb1Gf253qaAMdLS0g
Wn8NhS-L1ck6jbTjX88Kkg,'2012-06-30',0,uhsQFs68oZHrKVMPinwfrQ
Wn8NhS-L1ck6jbTjX88Kkg,'2013-01-28',0,08JSWE6kaDQHEAYYlnR8jw
Wn8NhS-L1ck6jbTjX88Kkg,'2013-08-24',0,BQ9-7vpw9cbFsTpJ_KT78w
Wn8NhS-L1ck6jbTjX88Kkg,'2014-03-29',0,aoDM2oE3P4dNoFDKRljVkg
Wn8NhS-L1ck6jbTjX88Kkg,'2014-07-03',0,lC0KGXmIhyjzghBUlVnkhQ
Wn8NhS-L1ck6jbTjX88Kkg,'2014-07-10',0,DTX9svy1v-Jw9013pnYuwQ
Wn8NhS-L1ck6jbTjX88Kkg,'2011-05-27',0,VtN-LQRkn6gSkyQjyxkkAg
3zD6rxB92Mr0jb-LoYFFWw,'2014-03-16',0,b2z-VskoGBHP9IjVvDM_kw
2pmMehsVKnwhgWPSOxrkjA,'2013-06-23',1,h3gEm39vmwOKMMtHf8ix_g
2pmMehsVKnwhgWPSOxrkjA,'2012-05-18',0,karWoeb37ggm5_4V9-jg2A
eptljN50_4BpIwc2Op_A_A,'2011-11-11',0,DqlkmiKsa-FiKWA_QcC8bA
eptljN50_4BpIwc2Op_A_A,'2013-01-08',0,jFbqK9jzIrJ0nC8C7syxVg
yV-eB-pQVeWE7W-WPC8BUg,'2011-05-22',0,_izNdBbdBKdRdDhA0JQlrg
unMqU0OrlniCOKZIoQHb0A,'2013-11-19',0,x7kxtEUAdEqPHuXoU-4GwA
unMqU0OrlniCOKZIoQHb0A,'2013-03-04',0,x-9K6ps5kU8DGNlkTjhP1g
MlWXHxdbIODf9GUcvUTfGQ,'2013-10-06',0,6itqz-263KipP0RKwCkNTg
yrtaaA32fCMh6A-DcGAnrg,'2014-07-12',0,aoDM2oE3P4dNoFDKRljVkg
yrtaaA32fCMh6A-DcGAnrg,'2014-06-22',0,kazm9pBM-79VeQFObzaZFA
22UfD-4PEOgXTr6sev5McQ,'2013-06-15',0,hyVRz2_mHCn0-ttQlQhJtw
O_Pu4mKGOqQVlmH07Zbnhg,'2011-05-06',0,vZz8vLahP6Qcoh6a5SZGqw
jpxlSFhdrtbNyxS6vB036A,'2011-12-22',0,Qdj2ytKT0nRYltjFjXyRPg
jpxlSFhdrtbNyxS6vB036A,'2012-03-22',0,bPOHGO-le-wB-To7BUToZQ
jpxlSFhdrtbNyxS6vB036A,'2012-05-30',0,qwOQhG19b5PfeW5GDpgEaA
jpxlSFhdrtbNyxS6vB036A,'2012-07-02',0,MynYMg2pyXDmloZEvHEsmw
jpxlSFhdrtbNyxS6vB036A,'2010-12-08',0,Iz4pRvec6MAc1h3AKSv8vQ
5FlmcwCLqFveKQ-GVeolig,'2012-09-19',1,lC0KGXmIhyjzghBUlVnkhQ
5FlmcwCLqFveKQ-GVeolig,'2012-10-07',0,ftidQOqrlbWqQMrl1c2KSg
5FlmcwCLqFveKQ-GVeolig,'2010-11-03',0,k_YxzDgyxxLoEzvFfQawXQ
oX6KamASYXnMIe5kpVhezw,'2012-05-30',0,k3qIxrDtc-cX-4i7Cc8jdQ
OYZOzzipfXdWrYe1A2zeKw,'2013-07-02',0,MjnhJtJNPL7xDe9r-RDngQ
OYZOzzipfXdWrYe1A2zeKw,'2012-03-27',0,to4yos7TkaDe45-keAg74A
S4TWo9X6b3gU6uucj4JN3g,'2012-08-10',0,lC0KGXmIhyjzghBUlVnkhQ
S4TWo9X6b3gU6uucj4JN3g,'2013-11-10',0,LWDn9CUUW_ecbw6gcApG6w
xZwaUcrFMSY1O9dK2dAUpA,'2012-09-07',0,bB7-YXZyojPPuKK4-FXZfg
qQvpS262VPEHKZvM6j5uhQ,'2011-05-12',0,uhsQFs68oZHrKVMPinwfrQ
qQvpS262VPEHKZvM6j5uhQ,'2013-06-28',0,WxJ90Id9uu5uy2XK1k7Z8A
qQvpS262VPEHKZvM6j5uhQ,'2011-07-14',0,uhsQFs68oZHrKVMPinwfrQ
XWDk-pLSbVE2Vvv9Z-zusQ,'2013-04-18',0,WMelGD7uD_ajakRR9s3N4Q
XWDk-pLSbVE2Vvv9Z-zusQ,'2013-08-05',0,sLMkQ3BKvyfqa3ousuK69g
XWDk-pLSbVE2Vvv9Z-zusQ,'2013-09-19',0,6hYwb0nsqbUIq9d-MGzY6Q
XWDk-pLSbVE2Vvv9Z-zusQ,'2011-07-15',0,WMelGD7uD_ajakRR9s3N4Q
T9l9Z3FKMSCIYvsP2g4efw,'2013-08-29',0,fFmLNPsvu-mT0ewk-sG37w
fBSd-fl9-9LkitwrFRcBng,'2014-05-16',0,wE7kSbc96IIXpQxJgLrGMQ
fBSd-fl9-9LkitwrFRcBng,'2012-10-05',0,oSA746-4MCJpWorJkzxqpQ
1hBOR97oX5Xph3J8Tdob7w,'2012-08-15',0,AHN3LdMw5L0DIJ5anXVcXQ
1hBOR97oX5Xph3J8Tdob7w,'2013-08-10',0,011Ny5tOdSs_ZI_EzILaRA
ybkWtM1ZnT2ewuquj3A9KQ,'2013-02-09',0,vPLjpZCizdCT379UrRAQOQ
MHPJoUzvIT4aTKOG2elw3Q,'2012-09-03',0,oSA746-4MCJpWorJkzxqpQ
zAsxPh3h9xMQnSDGl41kSg,'2013-03-03',0,voycezivSEz1LiGI3bpLuA
zAsxPh3h9xMQnSDGl41kSg,'2013-03-30',0,r-3EeNBTgY9tNZwyU7N4PQ
f5ntGOT9_0pCdeUaUVi9cg,'2013-02-09',0,pNtazWShJ9XSSVMRmrpEBQ
f5ntGOT9_0pCdeUaUVi9cg,'2013-11-16',0,vmbb3ukbbFkg2tFn4BtPsA
f5ntGOT9_0pCdeUaUVi9cg,'2014-02-21',0,eM61OtXknqXF96NGg3RmbQ
0FdNeZAx-afgg8HV9oyqSw,'2012-08-02',0,lC0KGXmIhyjzghBUlVnkhQ
jo-BEjs7UYovOAupDAN_yw,'2013-11-17',0,0zN7L4c5Z5rdpg2KYpwO-g
jo-BEjs7UYovOAupDAN_yw,'2013-08-01',0,03vp3tenQ0aQOr0AE5j8Uw
lNE3gOMb724YPlZAA8WlXQ,'2012-01-01',0,bix1OVPHoxtFQBQj7Dv2RA
cpGv6ES2hzPCtCUQgipwXw,'2011-10-22',0,FnlELEMlXcqe2dVPht6sdg
cpGv6ES2hzPCtCUQgipwXw,'2012-04-20',0,u5xcw6LCnnMhddoxkRIgUA
cpGv6ES2hzPCtCUQgipwXw,'2012-07-30',0,9yAlDI62cUJtYQXtnVqkoQ
cpGv6ES2hzPCtCUQgipwXw,'2013-12-14',0,d8L-Zlazs77OiLXtmAUr-Q
cpGv6ES2hzPCtCUQgipwXw,'2013-12-28',0,y9RSsG9I11XaFzn2H6KtVg
wPidHd5FxspPRgVqdEQ-Xw,'2011-05-17',0,iAlA7wDakBWm2PS8aGa6eQ
wPidHd5FxspPRgVqdEQ-Xw,'2014-04-03',0,T-rg4SJ0wlc6z1yQbB8nbA
wPidHd5FxspPRgVqdEQ-Xw,'2014-05-13',0,T8b7wARakqSGC2TQhFMW-A
wPidHd5FxspPRgVqdEQ-Xw,'2011-04-19',0,m1ZlHZiIyXPq7AjLiRrcGA
yYIEKwgQUHJpySOcVdCAkg,'2011-11-10',0,k3qIxrDtc-cX-4i7Cc8jdQ
pSiRWeCqs7a1xvS9ycLoTQ,'2014-05-31',0,RvweNJFVkR3ttkWsIBy7nQ
pSiRWeCqs7a1xvS9ycLoTQ,'2009-04-23',0,hlqX3okW8jZvWF8EVJVEoQ
QF14BFUVHRODxGNVflgm3A,'2012-03-11',0,OMdxDI3Y8MXq79i-iJzpeA
QF14BFUVHRODxGNVflgm3A,'2014-05-26',0,-M60tkpN6ncFNMtC9Snj_g
QF14BFUVHRODxGNVflgm3A,'2014-06-07',0,eQSj2Pg6zlybas4UfipmrQ
5TQQy_x_ArR3_5L5L0fFVQ,'2014-01-01',0,vIekRSZRToJNiD8GTrDKLQ
11yg-JMNCFowyIjJarzuDQ,'2013-04-09',0,WMelGD7uD_ajakRR9s3N4Q
-52nir13iFnSMdBew674HA,'2012-08-25',0,lC0KGXmIhyjzghBUlVnkhQ
-52nir13iFnSMdBew674HA,'2012-09-15',0,lC0KGXmIhyjzghBUlVnkhQ
-52nir13iFnSMdBew674HA,'2013-05-14',0,WMelGD7uD_ajakRR9s3N4Q
-52nir13iFnSMdBew674HA,'2013-07-08',0,karWoeb37ggm5_4V9-jg2A
-52nir13iFnSMdBew674HA,'2014-06-30',0,em6GWyKHpHBjRZg5G9o8dQ
-52nir13iFnSMdBew674HA,'2011-07-15',0,pbCkI6jwKxgFzbenhC3ilA
oudTF4EN_C8thENGiTQf-w,'2011-06-03',0,_izNdBbdBKdRdDhA0JQlrg
ZjwZIQM4TfFO7T7ck7FtYQ,'2013-02-21',1,WMelGD7uD_ajakRR9s3N4Q
ZjwZIQM4TfFO7T7ck7FtYQ,'2014-04-12',0,CkKzuRAGvzfMQMBGbTqrbw
ZjwZIQM4TfFO7T7ck7FtYQ,'2010-11-07',0,k_YxzDgyxxLoEzvFfQawXQ
QMWdcByvCYCrs7-IQyr26w,'2013-10-11',0,NkO-xRHhan6XduK7pa-A-w
QMWdcByvCYCrs7-IQyr26w,'2014-05-22',0,oFhtzLhXS1iENWoBMdWk4w
CRKM5F4MHGHvEGgI3LXy8A,'2013-09-16',0,CRyOc3Njbf0jtRptTs5s2w
CRKM5F4MHGHvEGgI3LXy8A,'2014-05-01',0,WMelGD7uD_ajakRR9s3N4Q
JdCFcgw4yk4M1ZRhAhBIag,'2010-04-12',0,2TYTXmU-PNzGpOpUSpqKTg
QB64-PgfEUzbrOL50bJ0Bw,'2013-02-12',0,WMelGD7uD_ajakRR9s3N4Q
QB64-PgfEUzbrOL50bJ0Bw,'2013-09-15',0,IZtQVCprtRRlzcFEWz9vMQ
rgyvl8tNVAony634_9vFdQ,'2013-02-21',0,WMelGD7uD_ajakRR9s3N4Q
rgyvl8tNVAony634_9vFdQ,'2013-07-18',0,BQ9-7vpw9cbFsTpJ_KT78w
rgyvl8tNVAony634_9vFdQ,'2011-08-15',0,m1ZlHZiIyXPq7AjLiRrcGA
v5a-Mj4eO1E--HmgwEWo7A,'2014-02-23',0,p4ySEi8PEli0auZGBsy6gA
v5a-Mj4eO1E--HmgwEWo7A,'2013-11-03',0,aoDM2oE3P4dNoFDKRljVkg
HTplzElel_F_U_qhWuDKdg,'2011-05-27',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2011-07-22',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2011-11-11',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2012-02-24',0,G4zS4hJSopEM_wL8PKykbA
HTplzElel_F_U_qhWuDKdg,'2012-03-08',0,G4zS4hJSopEM_wL8PKykbA
HTplzElel_F_U_qhWuDKdg,'2012-03-22',0,rUUI3ngu8tIRVAzQz25GCQ
HTplzElel_F_U_qhWuDKdg,'2012-04-18',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2012-05-04',0,t6zANh_g-WI-YEXiuznQbQ
HTplzElel_F_U_qhWuDKdg,'2012-05-05',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2012-10-16',0,oFhtzLhXS1iENWoBMdWk4w
HTplzElel_F_U_qhWuDKdg,'2012-10-26',0,AQWWxkbYdAjizmrR8uPzYQ
HTplzElel_F_U_qhWuDKdg,'2012-10-28',0,0C9BXpmib4XcyXptO7tH5A
HTplzElel_F_U_qhWuDKdg,'2012-11-27',0,aGuo6InC4pOQa-4-jyfcqA
HTplzElel_F_U_qhWuDKdg,'2012-12-28',0,dt3JIkSnfgHDAwd-qbf9mQ
HTplzElel_F_U_qhWuDKdg,'2013-02-16',0,BQ9-7vpw9cbFsTpJ_KT78w
HTplzElel_F_U_qhWuDKdg,'2013-03-29',0,SEJWhA6MRIavK4b3pGxwTg
HTplzElel_F_U_qhWuDKdg,'2013-07-19',0,uhsQFs68oZHrKVMPinwfrQ
HTplzElel_F_U_qhWuDKdg,'2013-08-07',0,WK5nMDdIkVPXohK7-lvhaA
HTplzElel_F_U_qhWuDKdg,'2013-10-22',0,lC0KGXmIhyjzghBUlVnkhQ
HTplzElel_F_U_qhWuDKdg,'2013-11-04',0,lC0KGXmIhyjzghBUlVnkhQ
HTplzElel_F_U_qhWuDKdg,'2013-11-18',0,ioXKyCf3iJBbYqpPlLbj4w
HTplzElel_F_U_qhWuDKdg,'2014-02-15',0,2_OIo9KHuot8U6HuQ3U8Rw
HTplzElel_F_U_qhWuDKdg,'2014-03-15',0,2_OIo9KHuot8U6HuQ3U8Rw
